20:20, Thursday, January 17, 2019
Study name:Static 1 Square Tension
Units: mm
Selected reference : Front Plane
Node  ,UX  ,UY  ,UZ  ,URES
207  ,2.07635e-003  ,7.28400e-005  ,-2.64871e-005  ,2.07779e-003
208  ,2.07637e-003  ,7.04777e-005  ,-2.64290e-005  ,2.07774e-003
209  ,2.07617e-003  ,6.86430e-005  ,-2.62708e-005  ,2.07747e-003
210  ,2.07655e-003  ,6.75740e-005  ,-2.53892e-005  ,2.07780e-003
211  ,2.08669e-003  ,6.37017e-005  ,-2.37832e-005  ,2.08779e-003
212  ,2.10498e-003  ,6.37073e-005  ,-2.44989e-005  ,2.10608e-003
213  ,2.12496e-003  ,6.45452e-005  ,-2.46318e-005  ,2.12608e-003
214  ,2.14984e-003  ,6.53744e-005  ,-2.41226e-005  ,2.15097e-003
215  ,2.18099e-003  ,6.64615e-005  ,-2.34494e-005  ,2.18213e-003
216  ,2.24862e-003  ,6.89542e-005  ,-2.21789e-005  ,2.24979e-003
217  ,2.31640e-003  ,7.15775e-005  ,-2.15804e-005  ,2.31760e-003
218  ,2.34770e-003  ,7.28050e-005  ,-2.16842e-005  ,2.34893e-003
219  ,2.37268e-003  ,7.38248e-005  ,-2.20196e-005  ,2.37393e-003
220  ,2.39271e-003  ,7.47609e-005  ,-2.19723e-005  ,2.39398e-003
221  ,2.41151e-003  ,7.57222e-005  ,-2.12155e-005  ,2.41279e-003
222  ,2.42253e-003  ,8.03174e-005  ,-2.34742e-005  ,2.42397e-003
223  ,2.42333e-003  ,8.20771e-005  ,-2.41751e-005  ,2.42484e-003
224  ,2.42359e-003  ,8.44759e-005  ,-2.43853e-005  ,2.42518e-003
225  ,2.42368e-003  ,8.75545e-005  ,-2.45050e-005  ,2.42538e-003
226  ,2.42293e-003  ,9.41727e-005  ,-2.46326e-005  ,2.42488e-003
227  ,2.42139e-003  ,1.00632e-004  ,-2.45809e-005  ,2.42361e-003
228  ,2.42060e-003  ,1.03522e-004  ,-2.45010e-005  ,2.42294e-003
229  ,2.42005e-003  ,1.05822e-004  ,-2.44359e-005  ,2.42249e-003
230  ,2.41941e-003  ,1.08107e-004  ,-2.48397e-005  ,2.42196e-003
231  ,2.40836e-003  ,1.06615e-004  ,-2.66324e-005  ,2.41086e-003
232  ,2.39015e-003  ,1.05378e-004  ,-2.57002e-005  ,2.39261e-003
233  ,2.37025e-003  ,1.04428e-004  ,-2.52040e-005  ,2.37268e-003
234  ,2.34547e-003  ,1.03049e-004  ,-2.53799e-005  ,2.34787e-003
235  ,2.31443e-003  ,1.01271e-004  ,-2.56878e-005  ,2.31679e-003
236  ,2.24709e-003  ,9.73687e-005  ,-2.65518e-005  ,2.24935e-003
237  ,2.17965e-003  ,9.33145e-005  ,-2.75162e-005  ,2.18182e-003
238  ,2.14850e-003  ,9.14069e-005  ,-2.78555e-005  ,2.15063e-003
239  ,2.12358e-003  ,8.98581e-005  ,-2.80253e-005  ,2.12567e-003
240  ,2.10364e-003  ,8.84207e-005  ,-2.87127e-005  ,2.10569e-003
241  ,2.77678e-003  ,-7.18660e-005  ,8.78246e-005  ,2.77910e-003
242  ,2.77230e-003  ,-7.10668e-005  ,9.15001e-005  ,2.77471e-003
243  ,2.77854e-003  ,-7.32897e-005  ,9.40529e-005  ,2.78110e-003
244  ,2.78775e-003  ,-7.59603e-005  ,9.59231e-005  ,2.79044e-003
245  ,2.79904e-003  ,-7.90873e-005  ,9.71299e-005  ,2.80184e-003
246  ,2.81450e-003  ,-8.61157e-005  ,9.69376e-005  ,2.81748e-003
247  ,2.80302e-003  ,-9.37269e-005  ,9.20129e-005  ,2.80609e-003
248  ,2.78365e-003  ,-9.73889e-005  ,8.81532e-005  ,2.78675e-003
249  ,2.75964e-003  ,-1.00264e-004  ,8.44895e-005  ,2.76276e-003
250  ,2.73460e-003  ,-1.02183e-004  ,8.19004e-005  ,2.73773e-003
251  ,2.72056e-003  ,-1.06295e-004  ,8.00922e-005  ,2.72381e-003
252  ,2.73918e-003  ,-1.06839e-004  ,5.12707e-005  ,2.74174e-003
253  ,2.75770e-003  ,-1.07115e-004  ,2.00640e-005  ,2.75985e-003
254  ,2.78082e-003  ,-1.07819e-004  ,-1.37593e-005  ,2.78295e-003
255  ,2.80941e-003  ,-1.08620e-004  ,-4.93261e-005  ,2.81195e-003
256  ,2.87029e-003  ,-1.09935e-004  ,-9.69585e-005  ,2.87403e-003
257  ,2.92936e-003  ,-1.10350e-004  ,-9.93795e-005  ,2.93312e-003
258  ,2.95601e-003  ,-1.10121e-004  ,-8.33680e-005  ,2.95924e-003
259  ,2.97680e-003  ,-1.09529e-004  ,-6.22951e-005  ,2.97947e-003
260  ,2.99145e-003  ,-1.09236e-004  ,-3.41363e-005  ,2.99364e-003
261  ,3.01537e-003  ,-1.17098e-004  ,2.30913e-005  ,3.01774e-003
262  ,3.10081e-003  ,-1.10797e-004  ,8.59075e-005  ,3.10397e-003
263  ,3.25534e-003  ,-1.06190e-004  ,1.31890e-004  ,3.25974e-003
264  ,3.50285e-003  ,-9.99178e-005  ,1.59189e-004  ,3.50789e-003
265  ,3.81628e-003  ,-9.40246e-005  ,1.47851e-004  ,3.82030e-003
266  ,4.17555e-003  ,-8.47389e-005  ,1.81867e-005  ,4.17645e-003
267  ,3.88371e-003  ,-8.48540e-005  ,-1.14656e-004  ,3.88633e-003
268  ,3.58970e-003  ,-8.83150e-005  ,-1.32942e-004  ,3.59325e-003
269  ,3.34712e-003  ,-9.29992e-005  ,-1.15706e-004  ,3.35041e-003
270  ,3.18376e-003  ,-9.66663e-005  ,-7.13000e-005  ,3.18602e-003
271  ,3.08998e-003  ,-1.00428e-004  ,-1.31130e-005  ,3.09164e-003
272  ,3.06950e-003  ,-9.10592e-005  ,2.60286e-005  ,3.07096e-003
273  ,3.05134e-003  ,-8.86169e-005  ,3.85989e-005  ,3.05287e-003
274  ,3.02747e-003  ,-8.64854e-005  ,4.87844e-005  ,3.02910e-003
275  ,2.99729e-003  ,-8.41944e-005  ,6.04545e-005  ,2.99908e-003
276  ,2.93211e-003  ,-7.99496e-005  ,8.04512e-005  ,2.93430e-003
277  ,2.86748e-003  ,-7.65128e-005  ,9.14676e-005  ,2.86996e-003
278  ,2.83787e-003  ,-7.51126e-005  ,9.29198e-005  ,2.84038e-003
279  ,2.81426e-003  ,-7.40475e-005  ,9.22216e-005  ,2.81675e-003
280  ,2.79543e-003  ,-7.32749e-005  ,8.98216e-005  ,2.79784e-003
281  ,2.43056e-003  ,7.36655e-005  ,-1.50492e-005  ,2.43173e-003
282  ,2.42044e-003  ,7.44738e-005  ,-1.32887e-005  ,2.42162e-003
283  ,2.41946e-003  ,7.25273e-005  ,-1.24679e-005  ,2.42058e-003
284  ,2.41913e-003  ,7.01817e-005  ,-1.22387e-005  ,2.42018e-003
285  ,2.41876e-003  ,6.73276e-005  ,-1.21016e-005  ,2.41972e-003
286  ,2.41872e-003  ,6.12635e-005  ,-1.19301e-005  ,2.41953e-003
287  ,2.41925e-003  ,5.52760e-005  ,-1.19398e-005  ,2.41991e-003
288  ,2.41948e-003  ,5.25142e-005  ,-1.20035e-005  ,2.42008e-003
289  ,2.41938e-003  ,5.04313e-005  ,-1.19828e-005  ,2.41993e-003
290  ,2.41991e-003  ,4.86619e-005  ,-1.12866e-005  ,2.42042e-003
291  ,2.43036e-003  ,4.46201e-005  ,-9.79307e-006  ,2.43079e-003
292  ,2.44889e-003  ,4.42214e-005  ,-1.07920e-005  ,2.44931e-003
293  ,2.46886e-003  ,4.46149e-005  ,-1.16573e-005  ,2.46929e-003
294  ,2.49385e-003  ,4.49891e-005  ,-1.22156e-005  ,2.49429e-003
295  ,2.52509e-003  ,4.54937e-005  ,-1.31358e-005  ,2.52553e-003
296  ,2.59266e-003  ,4.66657e-005  ,-1.55430e-005  ,2.59312e-003
297  ,2.66015e-003  ,4.73533e-005  ,-1.77169e-005  ,2.66063e-003
298  ,2.69121e-003  ,4.72588e-005  ,-1.84192e-005  ,2.69168e-003
299  ,2.71591e-003  ,4.72358e-005  ,-1.88914e-005  ,2.71639e-003
300  ,2.73597e-003  ,4.68706e-005  ,-1.82854e-005  ,2.73643e-003
301  ,2.75415e-003  ,4.69897e-005  ,-1.78402e-005  ,2.75461e-003
302  ,2.76418e-003  ,5.06978e-005  ,-2.09787e-005  ,2.76472e-003
303  ,2.76499e-003  ,5.25617e-005  ,-2.25564e-005  ,2.76558e-003
304  ,2.76532e-003  ,5.49989e-005  ,-2.39747e-005  ,2.76597e-003
305  ,2.76615e-003  ,5.83008e-005  ,-2.56541e-005  ,2.76688e-003
306  ,2.76800e-003  ,6.61803e-005  ,-2.94466e-005  ,2.76895e-003
307  ,2.76907e-003  ,7.47151e-005  ,-3.34458e-005  ,2.77028e-003
308  ,2.76903e-003  ,7.88112e-005  ,-3.53720e-005  ,2.77038e-003
309  ,2.76875e-003  ,8.21114e-005  ,-3.69818e-005  ,2.77022e-003
310  ,2.76808e-003  ,8.52276e-005  ,-3.91396e-005  ,2.76967e-003
311  ,2.75769e-003  ,8.48581e-005  ,-4.15667e-005  ,2.75931e-003
312  ,2.73790e-003  ,8.35389e-005  ,-4.20346e-005  ,2.73950e-003
313  ,2.71737e-003  ,8.31609e-005  ,-4.12563e-005  ,2.71895e-003
314  ,2.69189e-003  ,8.23842e-005  ,-4.03969e-005  ,2.69345e-003
315  ,2.66017e-003  ,8.14132e-005  ,-3.81344e-005  ,2.66169e-003
316  ,2.59196e-003  ,7.92446e-005  ,-3.06207e-005  ,2.59335e-003
317  ,2.52447e-003  ,7.69571e-005  ,-2.19494e-005  ,2.52574e-003
