19:45, Thursday, January 17, 2019
Study name:Static 1 Filled Tension
Units: mm
Selected reference : N/A
Node  ,X (mm)  ,Y (mm)  ,Z (mm)  ,URES (mm)
30823  ,490  ,0  ,158.546  ,2.82272e-004
30884  ,490  ,0  ,-158.546  ,2.82272e-004
30825  ,490  ,2.5  ,158.546  ,2.82270e-004
31087  ,490  ,-2.5  ,-158.546  ,2.82269e-004
29789  ,475.924  ,2.5  ,-401.536  ,2.82269e-004
13041  ,476.055  ,-2.5  ,-399.062  ,2.82256e-004
29979  ,476.055  ,2.5  ,399.062  ,2.82243e-004
1727  ,480  ,2.5  ,-340  ,2.82242e-004
4122  ,480  ,-2.5  ,340  ,2.82236e-004
21344  ,480  ,0  ,340  ,2.82234e-004
21225  ,480  ,0  ,-340  ,2.82233e-004
1693  ,480  ,2.5  ,340  ,2.82232e-004
4156  ,480  ,-2.5  ,-340  ,2.82225e-004
12957  ,473.609  ,-2.5  ,430.218  ,2.82207e-004
502  ,470.39  ,2.5  ,-474.169  ,2.82186e-004
31182  ,490  ,-2.5  ,148.546  ,2.82164e-004
30887  ,490  ,2.5  ,-148.546  ,2.82163e-004
30822  ,490  ,0  ,148.546  ,2.82161e-004
30885  ,490  ,0  ,-148.546  ,2.82161e-004
31088  ,490  ,-2.5  ,-148.546  ,2.82159e-004
30824  ,490  ,2.5  ,148.546  ,2.82159e-004
13050  ,470.033  ,-2.5  ,-477.806  ,2.82157e-004
2931  ,470.244  ,-2.5  ,474.231  ,2.82157e-004
30000  ,470.039  ,2.5  ,477.786  ,2.82153e-004
12968  ,468.904  ,-2.5  ,488.359  ,2.82073e-004
29783  ,475.924  ,2.5  ,-391.536  ,2.82067e-004
29827  ,468.904  ,2.5  ,-488.359  ,2.82066e-004
29923  ,468.904  ,0  ,488.359  ,2.82066e-004
29825  ,468.904  ,0  ,-488.359  ,2.82064e-004
31177  ,490  ,-2.5  ,138.728  ,2.82062e-004
13020  ,468.904  ,-2.5  ,-488.359  ,2.82062e-004
29931  ,468.904  ,2.5  ,488.359  ,2.82061e-004
30881  ,490  ,2.5  ,-138.728  ,2.82061e-004
30827  ,490  ,0  ,138.728  ,2.82059e-004
30880  ,490  ,0  ,-138.728  ,2.82059e-004
31092  ,490  ,-2.5  ,-138.728  ,2.82057e-004
30829  ,490  ,2.5  ,138.728  ,2.82056e-004
2915  ,476.055  ,-2.5  ,-389.062  ,2.82055e-004
21232  ,480  ,2.5  ,-330  ,2.82055e-004
9125  ,480  ,-2.5  ,330  ,2.82047e-004
21342  ,480  ,0  ,330  ,2.82045e-004
21227  ,480  ,0  ,-330  ,2.82044e-004
486  ,476.055  ,2.5  ,389.062  ,2.82044e-004
21347  ,480  ,2.5  ,330  ,2.82043e-004
9080  ,480  ,-2.5  ,-330  ,2.82034e-004
31523  ,468.31  ,-2.5  ,492.422  ,2.81990e-004
31524  ,468.31  ,0  ,492.422  ,2.81985e-004
30218  ,468.31  ,2.5  ,-492.422  ,2.81985e-004
30726  ,468.31  ,0  ,-492.422  ,2.81983e-004
31481  ,468.31  ,2.5  ,492.422  ,2.81981e-004
30723  ,468.31  ,-2.5  ,-492.422  ,2.81981e-004
21356  ,471.948  ,0  ,-443.142  ,2.81977e-004
31176  ,490  ,-2.5  ,128.728  ,2.81965e-004
30882  ,490  ,2.5  ,-128.728  ,2.81962e-004
31178  ,490  ,0  ,128.728  ,2.81962e-004
31094  ,490  ,0  ,-128.728  ,2.81961e-004
31093  ,490  ,-2.5  ,-128.728  ,2.81960e-004
30828  ,490  ,2.5  ,128.728  ,2.81959e-004
12947  ,478.027  ,-2.5  ,354.531  ,2.81949e-004
29778  ,478.027  ,2.5  ,-354.531  ,2.81948e-004
21346  ,478.027  ,0  ,354.531  ,2.81944e-004
29775  ,478.027  ,0  ,-354.531  ,2.81943e-004
29963  ,478.027  ,2.5  ,354.531  ,2.81940e-004
13033  ,478.027  ,-2.5  ,-354.531  ,2.81937e-004
29794  ,473.313  ,2.5  ,-421.685  ,2.81928e-004
12956  ,473.304  ,-2.5  ,419.726  ,2.81903e-004
31170  ,490  ,-2.5  ,118.91  ,2.81876e-004
31172  ,490  ,0  ,118.91  ,2.81873e-004
30877  ,490  ,2.5  ,-118.91  ,2.81872e-004
31100  ,490  ,0  ,-118.91  ,2.81871e-004
31098  ,490  ,-2.5  ,-118.91  ,2.81871e-004
30832  ,490  ,2.5  ,118.91  ,2.81870e-004
1726  ,480  ,2.5  ,-320  ,2.81869e-004
4123  ,480  ,-2.5  ,320  ,2.81861e-004
21341  ,480  ,0  ,320  ,2.81858e-004
21228  ,480  ,0  ,-320  ,2.81857e-004
1694  ,480  ,2.5  ,320  ,2.81856e-004
13038  ,476.055  ,-2.5  ,-379.062  ,2.81855e-004
29972  ,476.055  ,2.5  ,379.062  ,2.81847e-004
4155  ,480  ,-2.5  ,-320  ,2.81846e-004
31169  ,490  ,-2.5  ,108.91  ,2.81792e-004
31171  ,490  ,0  ,108.91  ,2.81789e-004
31099  ,490  ,-2.5  ,-108.91  ,2.81787e-004
31101  ,490  ,0  ,-108.91  ,2.81787e-004
30878  ,490  ,2.5  ,-108.91  ,2.81787e-004
30831  ,490  ,2.5  ,108.91  ,2.81786e-004
21355  ,471.948  ,0  ,-433.142  ,2.81770e-004
29788  ,473.313  ,2.5  ,-411.685  ,2.81724e-004
31164  ,490  ,-2.5  ,99.0914  ,2.81717e-004
31105  ,490  ,-2.5  ,-99.0914  ,2.81714e-004
31165  ,490  ,0  ,99.0914  ,2.81713e-004
31107  ,490  ,0  ,-99.0914  ,2.81712e-004
30874  ,490  ,2.5  ,-99.0914  ,2.81710e-004
30836  ,490  ,2.5  ,99.0914  ,2.81709e-004
12954  ,473.304  ,-2.5  ,409.726  ,2.81698e-004
21234  ,480  ,2.5  ,-310  ,2.81685e-004
9124  ,480  ,-2.5  ,310  ,2.81678e-004
21337  ,480  ,0  ,310  ,2.81674e-004
21229  ,480  ,0  ,-310  ,2.81673e-004
21343  ,480  ,2.5  ,310  ,2.81671e-004
2949  ,476.055  ,-2.5  ,369.062  ,2.81667e-004
9081  ,480  ,-2.5  ,-310  ,2.81661e-004
520  ,476.055  ,2.5  ,-369.062  ,2.81660e-004
29961  ,476.055  ,0  ,369.062  ,2.81659e-004
29777  ,476.055  ,0  ,-369.062  ,2.81657e-004
2916  ,476.055  ,-2.5  ,-369.062  ,2.81656e-004
487  ,476.055  ,2.5  ,369.062  ,2.81651e-004
31163  ,490  ,-2.5  ,89.0914  ,2.81648e-004
31106  ,490  ,-2.5  ,-89.0914  ,2.81644e-004
30834  ,490  ,0  ,89.0914  ,2.81643e-004
31108  ,490  ,0  ,-89.0914  ,2.81642e-004
30875  ,490  ,2.5  ,-89.0914  ,2.81639e-004
30835  ,490  ,2.5  ,89.0914  ,2.81638e-004
29883  ,467.919  ,2.5  ,-479.506  ,2.81593e-004
29878  ,467.919  ,0  ,-479.506  ,2.81590e-004
31159  ,490  ,-2.5  ,79.2731  ,2.81587e-004
31112  ,490  ,-2.5  ,-79.2731  ,2.81582e-004
30839  ,490  ,0  ,79.2731  ,2.81581e-004
12995  ,467.846  ,-2.5  ,479.538  ,2.81580e-004
31114  ,490  ,0  ,-79.2731  ,2.81580e-004
30871  ,490  ,2.5  ,-79.2731  ,2.81577e-004
30841  ,490  ,2.5  ,79.2731  ,2.81575e-004
29926  ,467.846  ,0  ,479.538  ,2.81572e-004
31158  ,490  ,-2.5  ,69.2731  ,2.81532e-004
31113  ,490  ,-2.5  ,-69.2731  ,2.81527e-004
30838  ,490  ,0  ,69.2731  ,2.81524e-004
31115  ,490  ,0  ,-69.2731  ,2.81524e-004
21352  ,468.857  ,0  ,-463.715  ,2.81522e-004
30872  ,490  ,2.5  ,-69.2731  ,2.81521e-004
30840  ,490  ,2.5  ,69.2731  ,2.81517e-004
1725  ,480  ,2.5  ,-300  ,2.81503e-004
12953  ,473.349  ,-2.5  ,399.415  ,2.81500e-004
21351  ,469.576  ,0  ,-452.862  ,2.81499e-004
4124  ,480  ,-2.5  ,300  ,2.81497e-004
21336  ,480  ,0  ,300  ,2.81493e-004
21233  ,480  ,0  ,-300  ,2.81491e-004
1695  ,480  ,2.5  ,300  ,2.81489e-004
31154  ,490  ,-2.5  ,59.4548  ,2.81485e-004
4154  ,480  ,-2.5  ,-300  ,2.81479e-004
31119  ,490  ,-2.5  ,-59.4548  ,2.81479e-004
30844  ,490  ,0  ,59.4548  ,2.81476e-004
31121  ,490  ,0  ,-59.4548  ,2.81476e-004
30868  ,490  ,2.5  ,-59.4548  ,2.81473e-004
30845  ,490  ,2.5  ,59.4548  ,2.81467e-004
31153  ,490  ,-2.5  ,49.4548  ,2.81443e-004
31120  ,490  ,-2.5  ,-49.4548  ,2.81438e-004
31122  ,490  ,0  ,-49.4548  ,2.81435e-004
30843  ,490  ,0  ,49.4548  ,2.81434e-004
30869  ,490  ,2.5  ,-49.4548  ,2.81433e-004
30850  ,490  ,2.5  ,49.6366  ,2.81426e-004
31149  ,490  ,-2.5  ,39.6366  ,2.81410e-004
31126  ,490  ,-2.5  ,-39.6365  ,2.81404e-004
31128  ,490  ,0  ,-39.6365  ,2.81402e-004
30848  ,490  ,0  ,39.6366  ,2.81401e-004
30865  ,490  ,2.5  ,-39.6365  ,2.81400e-004
30849  ,490  ,2.5  ,39.6366  ,2.81392e-004
31148  ,490  ,-2.5  ,29.6366  ,2.81382e-004
31127  ,490  ,-2.5  ,-29.6365  ,2.81378e-004
31129  ,490  ,0  ,-29.6365  ,2.81376e-004
30847  ,490  ,0  ,29.6366  ,2.81375e-004
30866  ,490  ,2.5  ,-29.6365  ,2.81374e-004
30855  ,490  ,2.5  ,29.8183  ,2.81368e-004
31144  ,490  ,-2.5  ,19.8183  ,2.81361e-004
31133  ,490  ,-2.5  ,-19.8183  ,2.81360e-004
31135  ,490  ,0  ,-19.8183  ,2.81357e-004
30853  ,490  ,0  ,19.8183  ,2.81356e-004
30862  ,490  ,2.5  ,-19.8183  ,2.81354e-004
30854  ,490  ,2.5  ,19.8183  ,2.81351e-004
31143  ,490  ,-2.5  ,9.81827  ,2.81349e-004
31134  ,490  ,-2.5  ,-9.81827  ,2.81348e-004
30861  ,490  ,0  ,-9.81827  ,2.81345e-004
30852  ,490  ,0  ,9.81827  ,2.81345e-004
31139  ,490  ,-2.5  ,0  ,2.81345e-004
30863  ,490  ,2.5  ,-9.81827  ,2.81342e-004
30857  ,490  ,0  ,0  ,2.81341e-004
30859  ,490  ,2.5  ,10  ,2.81341e-004
30858  ,490  ,2.5  ,0  ,2.81338e-004
29995  ,468.176  ,0  ,463.923  ,2.81333e-004
21237  ,480  ,2.5  ,-290  ,2.81324e-004
9123  ,480  ,-2.5  ,290  ,2.81319e-004
21332  ,480  ,0  ,290  ,2.81314e-004
21235  ,480  ,0  ,-290  ,2.81312e-004
29988  ,468.889  ,0  ,453.09  ,2.81309e-004
21340  ,480  ,2.5  ,290  ,2.81309e-004
9082  ,480  ,-2.5  ,-290  ,2.81301e-004
12951  ,473.349  ,-2.5  ,389.415  ,2.81297e-004
13049  ,467.515  ,-2.5  ,-468.354  ,2.81233e-004
29999  ,467.549  ,2.5  ,468.225  ,2.81233e-004
13045  ,468.234  ,-2.5  ,-457.501  ,2.81210e-004
29992  ,468.262  ,2.5  ,457.392  ,2.81204e-004
29987  ,469.215  ,0  ,442.025  ,2.81171e-004
1724  ,480  ,2.5  ,-280  ,2.81148e-004
4125  ,480  ,-2.5  ,280  ,2.81145e-004
21331  ,480  ,0  ,280  ,2.81139e-004
21236  ,480  ,0  ,-280  ,2.81136e-004
1696  ,480  ,2.5  ,280  ,2.81133e-004
4153  ,480  ,-2.5  ,-280  ,2.81125e-004
21366  ,471.529  ,0  ,-403.343  ,2.81039e-004
2939  ,465.448  ,-2.5  ,484.844  ,2.81005e-004
510  ,465.448  ,2.5  ,-484.844  ,2.81000e-004
29924  ,465.448  ,0  ,484.844  ,2.81000e-004
29824  ,465.448  ,0  ,-484.844  ,2.80998e-004
2924  ,465.448  ,-2.5  ,-484.844  ,2.80996e-004
495  ,465.448  ,2.5  ,484.844  ,2.80995e-004
21241  ,480  ,2.5  ,-270  ,2.80976e-004
9122  ,480  ,-2.5  ,270  ,2.80973e-004
21327  ,480  ,0  ,270  ,2.80967e-004
21238  ,480  ,0  ,-270  ,2.80965e-004
29981  ,469.215  ,0  ,432.025  ,2.80964e-004
21335  ,480  ,2.5  ,270  ,2.80960e-004
29881  ,466.744  ,2.5  ,-465.416  ,2.80954e-004
9083  ,480  ,-2.5  ,-270  ,2.80954e-004
12950  ,472.583  ,-2.5  ,379.566  ,2.80878e-004
21365  ,471.529  ,0  ,-393.343  ,2.80837e-004
1723  ,480  ,2.5  ,-260  ,2.80808e-004
4126  ,480  ,-2.5  ,260  ,2.80804e-004
21326  ,480  ,0  ,260  ,2.80798e-004
29784  ,472.178  ,2.5  ,-381.997  ,2.80797e-004
21239  ,480  ,0  ,-260  ,2.80797e-004
1697  ,480  ,2.5  ,260  ,2.80792e-004
4152  ,480  ,-2.5  ,-260  ,2.80787e-004
29991  ,467.545  ,2.5  ,447.035  ,2.80780e-004
13046  ,467.485  ,-2.5  ,-447.043  ,2.80775e-004
12993  ,465.983  ,-2.5  ,465.675  ,2.80754e-004
21361  ,468.919  ,0  ,-423.492  ,2.80700e-004
1691  ,467.842  ,2.5  ,-437.222  ,2.80677e-004
29877  ,465.402  ,0  ,-470.054  ,2.80666e-004
29980  ,468.91  ,0  ,421.533  ,2.80659e-004
21670  ,465.356  ,0  ,469.977  ,2.80653e-004
21243  ,480  ,2.5  ,-250  ,2.80644e-004
9121  ,480  ,-2.5  ,250  ,2.80641e-004
21323  ,480  ,0  ,250  ,2.80634e-004
21240  ,480  ,0  ,-250  ,2.80634e-004
21330  ,480  ,2.5  ,250  ,2.80628e-004
9084  ,480  ,-2.5  ,-250  ,2.80623e-004
29985  ,467.545  ,2.5  ,437.035  ,2.80570e-004
13042  ,467.485  ,-2.5  ,-437.043  ,2.80566e-004
21360  ,468.919  ,0  ,-413.492  ,2.80495e-004
1722  ,480  ,2.5  ,-240  ,2.80484e-004
4127  ,480  ,-2.5  ,240  ,2.80480e-004
21242  ,480  ,0  ,-240  ,2.80474e-004
1698  ,480  ,2.5  ,240  ,2.80468e-004
4151  ,480  ,-2.5  ,-240  ,2.80463e-004
29974  ,468.91  ,0  ,411.533  ,2.80454e-004
21247  ,480  ,2.5  ,-230  ,2.80329e-004
9118  ,480  ,-2.5  ,230  ,2.80325e-004
21322  ,480  ,0  ,230  ,2.80319e-004
21244  ,480  ,0  ,-230  ,2.80319e-004
21324  ,480  ,2.5  ,230  ,2.80313e-004
9085  ,480  ,-2.5  ,-230  ,2.80309e-004
29984  ,467.256  ,2.5  ,426.833  ,2.80277e-004
9120  ,478.79  ,-1.13538  ,249.403  ,2.80276e-004
13043  ,467.199  ,-2.5  ,-426.787  ,2.80272e-004
29973  ,468.954  ,0  ,401.222  ,2.80257e-004
21357  ,465.469  ,2.5  ,-446.942  ,2.80199e-004
31483  ,461.406  ,2.5  ,500  ,2.80178e-004
1721  ,480  ,2.5  ,-220  ,2.80177e-004
31526  ,461.406  ,5.58794e-008  ,500  ,2.80175e-004
30223  ,461.406  ,2.5  ,-500  ,2.80175e-004
4128  ,480  ,-2.5  ,220  ,2.80174e-004
30720  ,461.406  ,5.58794e-008  ,-500  ,2.80172e-004
31535  ,461.406  ,-2.5  ,500  ,2.80172e-004
30729  ,461.406  ,-2.5  ,-500  ,2.80170e-004
21317  ,480  ,0  ,220  ,2.80169e-004
21245  ,480  ,0  ,-220  ,2.80167e-004
1699  ,480  ,2.5  ,220  ,2.80163e-004
4150  ,480  ,-2.5  ,-220  ,2.80158e-004
9117  ,478.79  ,-1.13538  ,239.403  ,2.80116e-004
21321  ,478.79  ,1.36462  ,239.403  ,2.80110e-004
29927  ,462.959  ,2.5  ,475.283  ,2.80073e-004
29978  ,467.256  ,2.5  ,416.833  ,2.80071e-004
13018  ,462.931  ,-2.5  ,-475.391  ,2.80070e-004
13039  ,467.199  ,-2.5  ,-416.787  ,2.80066e-004
29967  ,468.954  ,0  ,391.222  ,2.80054e-004
21249  ,480  ,2.5  ,-210  ,2.80030e-004
9115  ,480  ,-2.5  ,210  ,2.80028e-004
21314  ,480  ,0  ,210  ,2.80023e-004
21246  ,480  ,0  ,-210  ,2.80022e-004
21318  ,480  ,2.5  ,210  ,2.80018e-004
9086  ,480  ,-2.5  ,-210  ,2.80013e-004
9114  ,478.79  ,-1.13538  ,229.403  ,2.79961e-004
21377  ,471.321  ,2.5  ,-348.791  ,2.79902e-004
21374  ,471.321  ,0  ,-348.791  ,2.79895e-004
1720  ,480  ,2.5  ,-200  ,2.79889e-004
4129  ,480  ,-2.5  ,200  ,2.79886e-004
21313  ,480  ,0  ,200  ,2.79882e-004
21248  ,480  ,0  ,-200  ,2.79881e-004
1700  ,480  ,2.5  ,200  ,2.79878e-004
4149  ,480  ,-2.5  ,-200  ,2.79874e-004
13040  ,467.126  ,-2.5  ,-406.68  ,2.79838e-004
29977  ,467.149  ,2.5  ,406.736  ,2.79834e-004
21252  ,480  ,2.5  ,-190  ,2.79753e-004
5317  ,477.58  ,0.229241  ,238.805  ,2.79752e-004
9112  ,480  ,-2.5  ,190  ,2.79750e-004
21311  ,480  ,0  ,190  ,2.79747e-004
21250  ,480  ,0  ,-190  ,2.79746e-004
21315  ,480  ,2.5  ,190  ,2.79745e-004
9087  ,480  ,-2.5  ,-190  ,2.79739e-004
1692  ,463.097  ,2.5  ,-456.663  ,2.79723e-004
29966  ,468.189  ,0  ,381.373  ,2.79636e-004
13036  ,467.126  ,-2.5  ,-396.68  ,2.79636e-004
29971  ,467.149  ,2.5  ,396.736  ,2.79632e-004
1719  ,480  ,2.5  ,-180  ,2.79622e-004
1689  ,467.003  ,2.5  ,-397.624  ,2.79622e-004
4130  ,480  ,-2.5  ,180  ,2.79620e-004
21310  ,480  ,0  ,180  ,2.79618e-004
21251  ,480  ,0  ,-180  ,2.79616e-004
1701  ,480  ,2.5  ,180  ,2.79616e-004
29780  ,469.348  ,2.5  ,-363.323  ,2.79613e-004
4148  ,480  ,-2.5  ,-180  ,2.79610e-004
21362  ,464.812  ,2.5  ,-427.572  ,2.79607e-004
21372  ,467.783  ,0  ,-383.804  ,2.79566e-004
21255  ,480  ,2.5  ,-170  ,2.79497e-004
9111  ,480  ,-2.5  ,170  ,2.79496e-004
21308  ,480  ,0  ,170  ,2.79494e-004
21253  ,480  ,0  ,-170  ,2.79492e-004
21312  ,480  ,2.5  ,170  ,2.79492e-004
9088  ,480  ,-2.5  ,-170  ,2.79488e-004
21353  ,463.378  ,0  ,-441.123  ,2.79474e-004
12949  ,468.189  ,-2.5  ,371.373  ,2.79447e-004
13037  ,467.178  ,-2.5  ,-386.495  ,2.79445e-004
29960  ,468.189  ,0  ,371.373  ,2.79437e-004
21348  ,461.755  ,0  ,-461.301  ,2.79434e-004
29970  ,467.161  ,2.5  ,386.582  ,2.79432e-004
9130  ,469.552  ,-2.5  ,-351.032  ,2.79422e-004
21647  ,469.512  ,2.5  ,351.14  ,2.79415e-004
1718  ,480  ,2.5  ,-160  ,2.79378e-004
4131  ,480  ,-2.5  ,160  ,2.79377e-004
21307  ,480  ,0  ,160  ,2.79375e-004
21254  ,480  ,0  ,-160  ,2.79375e-004
1702  ,480  ,2.5  ,160  ,2.79374e-004
4147  ,480  ,-2.5  ,-160  ,2.79372e-004
29779  ,467.783  ,2.5  ,-373.804  ,2.79368e-004
21371  ,467.783  ,0  ,-373.804  ,2.79366e-004
4075  ,461.723  ,-2.5  ,457.118  ,2.79351e-004
21226  ,469.943  ,0  ,-340.13  ,2.79331e-004
21636  ,469.912  ,0  ,340.207  ,2.79323e-004
9132  ,469.943  ,-2.5  ,-340.13  ,2.79322e-004
21640  ,469.912  ,2.5  ,340.207  ,2.79320e-004
9260  ,469.394  ,-2.5  ,346.498  ,2.79300e-004
21345  ,469.394  ,0  ,346.498  ,2.79295e-004
9110  ,480  ,-2.5  ,150  ,2.79266e-004
21258  ,480  ,2.5  ,-150  ,2.79265e-004
21306  ,480  ,0  ,150  ,2.79263e-004
21256  ,480  ,0  ,-150  ,2.79262e-004
21309  ,480  ,2.5  ,150  ,2.79261e-004
9089  ,480  ,-2.5  ,-150  ,2.79260e-004
21668  ,461.096  ,0  ,461.42  ,2.79250e-004
13034  ,467.178  ,-2.5  ,-376.495  ,2.79244e-004
29965  ,467.161  ,2.5  ,376.582  ,2.79233e-004
9266  ,462.049  ,-2.5  ,446.053  ,2.79215e-004
31479  ,458.545  ,2.5  ,492.422  ,2.79191e-004
31532  ,458.545  ,0  ,492.422  ,2.79188e-004
30221  ,458.545  ,2.5  ,-492.422  ,2.79188e-004
31529  ,458.545  ,-2.5  ,492.422  ,2.79185e-004
30719  ,458.545  ,0  ,-492.422  ,2.79185e-004
30718  ,458.545  ,-2.5  ,-492.422  ,2.79183e-004
21354  ,463.092  ,0  ,-430.867  ,2.79178e-004
4132  ,480  ,-2.5  ,140  ,2.79161e-004
1717  ,480  ,2.5  ,-140  ,2.79159e-004
21304  ,480  ,0  ,140  ,2.79158e-004
21257  ,480  ,0  ,-140  ,2.79157e-004
1703  ,480  ,2.5  ,140  ,2.79155e-004
4146  ,480  ,-2.5  ,-140  ,2.79155e-004
1646  ,460.469  ,2.5  ,465.722  ,2.79152e-004
21630  ,469.984  ,0  ,330.037  ,2.79151e-004
29885  ,459.726  ,2.5  ,-475.112  ,2.79150e-004
4121  ,460.414  ,-2.5  ,-465.939  ,2.79145e-004
29776  ,467.579  ,0  ,-365.563  ,2.79144e-004
13035  ,467.579  ,-2.5  ,-365.563  ,2.79141e-004
21230  ,469.943  ,0  ,-330.13  ,2.79140e-004
21646  ,467.539  ,0  ,365.671  ,2.79136e-004
12997  ,459.653  ,-2.5  ,475.143  ,2.79134e-004
21639  ,469.912  ,2.5  ,330.207  ,2.79130e-004
9133  ,469.943  ,-2.5  ,-330.13  ,2.79130e-004
29964  ,467.539  ,2.5  ,365.671  ,2.79127e-004
9119  ,474.292  ,-1.14553  ,256.092  ,2.79080e-004
21367  ,464.393  ,2.5  ,-407.773  ,2.79078e-004
4076  ,462.375  ,-2.5  ,434.987  ,2.79078e-004
21325  ,474.292  ,1.35447  ,256.092  ,2.79074e-004
9109  ,480  ,-2.5  ,130  ,2.79062e-004
21262  ,480  ,2.5  ,-130  ,2.79059e-004
21302  ,480  ,0  ,130  ,2.79059e-004
21259  ,480  ,0  ,-130  ,2.79057e-004
9090  ,480  ,-2.5  ,-130  ,2.79056e-004
21305  ,480  ,2.5  ,130  ,2.79055e-004
9256  ,469.605  ,-2.5  ,329.493  ,2.79034e-004
12948  ,467.421  ,-2.5  ,361.029  ,2.79018e-004
21390  ,469.428  ,2.5  ,-329.988  ,2.78998e-004
21349  ,461.006  ,0  ,-450.843  ,2.78998e-004
4133  ,480  ,-2.5  ,120  ,2.78970e-004
21301  ,480  ,0  ,120  ,2.78966e-004
1716  ,480  ,2.5  ,-120  ,2.78966e-004
21260  ,480  ,0  ,-120  ,2.78965e-004
21231  ,469.996  ,0  ,-320.008  ,2.78964e-004
4145  ,480  ,-2.5  ,-120  ,2.78963e-004
21629  ,469.984  ,0  ,320.037  ,2.78963e-004
1704  ,480  ,2.5  ,120  ,2.78962e-004
21634  ,469.984  ,2.5  ,320.037  ,2.78960e-004
9135  ,469.996  ,-2.5  ,-320.008  ,2.78953e-004
9116  ,474.996  ,-1.14377  ,234.822  ,2.78942e-004
21320  ,474.996  ,1.35623  ,234.822  ,2.78936e-004
21319  ,474.292  ,1.35447  ,246.092  ,2.78911e-004
9108  ,480  ,-2.5  ,110  ,2.78886e-004
21300  ,480  ,0  ,110  ,2.78881e-004
21265  ,480  ,2.5  ,-110  ,2.78880e-004
21261  ,480  ,0  ,-110  ,2.78879e-004
9091  ,480  ,-2.5  ,-110  ,2.78879e-004
21303  ,480  ,2.5  ,110  ,2.78877e-004
9255  ,469.605  ,-2.5  ,319.493  ,2.78846e-004
21665  ,460.379  ,0  ,451.063  ,2.78825e-004
21391  ,469.428  ,2.5  ,-319.988  ,2.78810e-004
4134  ,480  ,-2.5  ,100  ,2.78808e-004
21298  ,480  ,0  ,100  ,2.78803e-004
4144  ,480  ,-2.5  ,-100  ,2.78801e-004
21263  ,480  ,0  ,-100  ,2.78801e-004
1715  ,480  ,2.5  ,-100  ,2.78801e-004
1705  ,480  ,2.5  ,100  ,2.78798e-004
9113  ,474.996  ,-1.14377  ,224.822  ,2.78789e-004
21316  ,474.996  ,1.35623  ,224.822  ,2.78784e-004
21397  ,469.953  ,2.5  ,-310  ,2.78777e-004
21633  ,469.984  ,2.5  ,310.037  ,2.78773e-004
9265  ,462.07  ,-2.5  ,424.495  ,2.78771e-004
9136  ,469.996  ,-2.5  ,-310.008  ,2.78767e-004
9253  ,469.928  ,-2.5  ,309.909  ,2.78762e-004
9107  ,480  ,-2.5  ,90  ,2.78737e-004
9092  ,480  ,-2.5  ,-90  ,2.78731e-004
21297  ,480  ,0  ,90  ,2.78731e-004
21264  ,480  ,0  ,-90  ,2.78730e-004
21267  ,480  ,2.5  ,-90  ,2.78729e-004
21299  ,480  ,2.5  ,90  ,2.78725e-004
21671  ,459.752  ,2.5  ,455.365  ,2.78723e-004
9126  ,459.664  ,-2.5  ,-455.481  ,2.78708e-004
21664  ,460.705  ,0  ,439.998  ,2.78686e-004
4135  ,480  ,-2.5  ,80  ,2.78673e-004
4143  ,480  ,-2.5  ,-80  ,2.78667e-004
21295  ,480  ,0  ,80  ,2.78667e-004
21266  ,480  ,0  ,-80  ,2.78665e-004
1714  ,480  ,2.5  ,-80  ,2.78664e-004
9258  ,467.814  ,-2.5  ,337.18  ,2.78663e-004
1706  ,480  ,2.5  ,80  ,2.78661e-004
21339  ,469.605  ,0  ,309.493  ,2.78657e-004
9106  ,480  ,-2.5  ,70  ,2.78617e-004
21383  ,469.428  ,0  ,-309.988  ,2.78613e-004
9093  ,480  ,-2.5  ,-70  ,2.78611e-004
21293  ,480  ,0  ,70  ,2.78609e-004
21268  ,480  ,0  ,-70  ,2.78609e-004
21271  ,480  ,2.5  ,-70  ,2.78606e-004
21296  ,480  ,2.5  ,70  ,2.78602e-004
21398  ,469.953  ,2.5  ,-300  ,2.78594e-004
21627  ,469.997  ,2.5  ,300.007  ,2.78592e-004
9139  ,470  ,-2.5  ,-300  ,2.78584e-004
21394  ,469.953  ,0  ,-300  ,2.78582e-004
9252  ,469.928  ,-2.5  ,299.909  ,2.78579e-004
5490  ,473.787  ,0.220853  ,234.225  ,2.78578e-004
21338  ,469.928  ,0  ,299.909  ,2.78575e-004
4136  ,480  ,-2.5  ,60  ,2.78567e-004
4142  ,480  ,-2.5  ,-60  ,2.78562e-004
21269  ,480  ,0  ,-60  ,2.78559e-004
21292  ,480  ,0  ,60  ,2.78559e-004
12991  ,457.255  ,-2.5  ,480.449  ,2.78558e-004
29925  ,457.255  ,0  ,480.449  ,2.78557e-004
29875  ,457.255  ,2.5  ,-480.449  ,2.78557e-004
1713  ,480  ,2.5  ,-60  ,2.78556e-004
29872  ,457.255  ,0  ,-480.449  ,2.78555e-004
5489  ,473.082  ,0.219093  ,245.495  ,2.78553e-004
1707  ,480  ,2.5  ,60  ,2.78551e-004
1690  ,461.783  ,2.5  ,-417.922  ,2.78537e-004
9105  ,480  ,-2.5  ,50  ,2.78525e-004
9094  ,480  ,-2.5  ,-50  ,2.78521e-004
21270  ,480  ,0  ,-50  ,2.78518e-004
21291  ,480  ,0  ,50  ,2.78517e-004
21273  ,480  ,2.5  ,-50  ,2.78514e-004
