20:00, Friday, January 18, 2019
Study name:Static 1 triangle tension
Units: mm
Selected reference : Front Plane
Node  ,UX  ,UY  ,UZ  ,URES
152  ,4.73610e-004  ,-1.90305e-006  ,1.94590e-004  ,5.12031e-004
153  ,5.46823e-004  ,-1.17372e-006  ,2.41037e-004  ,5.97591e-004
154  ,6.19512e-004  ,-4.79117e-007  ,2.85221e-004  ,6.82016e-004
155  ,6.91641e-004  ,1.65685e-007  ,3.25008e-004  ,7.64197e-004
156  ,7.74142e-004  ,8.01310e-007  ,3.62427e-004  ,8.54781e-004
157  ,8.15010e-004  ,1.06499e-006  ,3.76498e-004  ,8.97771e-004
158  ,8.47464e-004  ,1.26892e-006  ,3.85035e-004  ,9.30832e-004
159  ,8.73290e-004  ,1.11591e-006  ,3.89012e-004  ,9.56016e-004
160  ,8.97772e-004  ,1.17453e-006  ,3.88436e-004  ,9.78202e-004
161  ,8.98287e-004  ,8.42073e-006  ,3.87931e-004  ,9.78510e-004
162  ,8.72870e-004  ,8.24010e-006  ,3.89098e-004  ,9.55702e-004
163  ,8.47558e-004  ,8.03762e-006  ,3.85024e-004  ,9.30948e-004
164  ,8.15109e-004  ,7.94908e-006  ,3.76534e-004  ,8.97911e-004
165  ,7.74282e-004  ,7.73070e-006  ,3.62490e-004  ,8.54969e-004
166  ,6.91838e-004  ,7.18048e-006  ,3.25074e-004  ,7.64438e-004
167  ,6.19712e-004  ,6.60414e-006  ,2.85317e-004  ,6.82270e-004
168  ,5.47012e-004  ,5.97617e-006  ,2.41150e-004  ,5.97838e-004
169  ,4.73788e-004  ,5.30965e-006  ,1.94711e-004  ,5.12265e-004
170  ,3.88095e-004  ,4.83733e-006  ,1.41297e-004  ,4.13045e-004
171  ,3.01386e-004  ,4.49970e-006  ,9.24501e-005  ,3.15279e-004
172  ,2.13730e-004  ,3.95932e-006  ,5.19692e-005  ,2.19994e-004
173  ,1.31140e-004  ,3.58675e-006  ,2.49704e-005  ,1.33544e-004
174  ,8.95245e-005  ,3.50381e-006  ,1.63113e-005  ,9.10657e-005
175  ,6.87541e-005  ,3.44233e-006  ,1.33568e-005  ,7.01240e-005
176  ,5.22745e-005  ,3.43883e-006  ,1.12718e-005  ,5.35863e-005
177  ,3.87332e-005  ,4.06028e-006  ,8.47049e-006  ,3.98559e-005
178  ,7.01234e-006  ,2.67218e-008  ,2.59617e-006  ,7.47755e-006
179  ,7.86859e-006  ,-2.43841e-007  ,1.86968e-006  ,8.09135e-006
180  ,7.07510e-006  ,-3.55043e-007  ,2.44343e-006  ,7.49356e-006
181  ,2.52199e-006  ,-1.03873e-006  ,2.45514e-006  ,3.66975e-006
182  ,-1.40788e-008  ,-7.69597e-007  ,3.83304e-006  ,3.90956e-006
183  ,-1.67352e-006  ,-5.65363e-007  ,6.05907e-006  ,6.31131e-006
184  ,-2.49269e-006  ,-4.87830e-007  ,9.74416e-006  ,1.00698e-005
185  ,2.33617e-007  ,-2.58289e-007  ,2.01157e-005  ,2.01187e-005
186  ,1.75887e-005  ,-2.67029e-007  ,4.62615e-005  ,4.94930e-005
187  ,4.88209e-005  ,-6.97466e-007  ,8.06508e-005  ,9.42789e-005
188  ,9.13214e-005  ,-1.44988e-006  ,1.20861e-004  ,1.51489e-004
189  ,1.43129e-004  ,-2.42420e-006  ,1.65737e-004  ,2.18999e-004
190  ,1.93944e-004  ,-3.29077e-006  ,2.07440e-004  ,2.84000e-004
191  ,2.48958e-004  ,-4.07726e-006  ,2.51040e-004  ,3.53578e-004
192  ,3.06884e-004  ,-4.68388e-006  ,2.95786e-004  ,4.26250e-004
193  ,3.76895e-004  ,-5.02115e-006  ,3.48815e-004  ,5.13563e-004
194  ,4.12126e-004  ,-4.97646e-006  ,3.75166e-004  ,5.57335e-004
195  ,4.39491e-004  ,-5.13497e-006  ,3.96222e-004  ,5.91752e-004
196  ,4.62804e-004  ,-6.03705e-006  ,4.17915e-004  ,6.23600e-004
197  ,5.07885e-004  ,1.23205e-007  ,4.47172e-004  ,6.76690e-004
198  ,5.08316e-004  ,-8.78840e-006  ,4.46240e-004  ,6.76456e-004
199  ,4.62544e-004  ,-3.01176e-006  ,4.18662e-004  ,6.23886e-004
200  ,4.39265e-004  ,-3.83531e-006  ,3.96082e-004  ,5.91480e-004
201  ,4.11787e-004  ,-4.11380e-006  ,3.75028e-004  ,5.56984e-004
202  ,3.76611e-004  ,-4.11301e-006  ,3.48619e-004  ,5.13213e-004
203  ,3.06701e-004  ,-3.73732e-006  ,2.95493e-004  ,4.25906e-004
204  ,2.48841e-004  ,-3.08223e-006  ,2.50704e-004  ,3.53247e-004
205  ,1.93876e-004  ,-2.24939e-006  ,2.07092e-004  ,2.83690e-004
206  ,1.43096e-004  ,-1.33511e-006  ,1.65399e-004  ,2.18712e-004
207  ,9.13034e-005  ,-3.11630e-007  ,1.20570e-004  ,1.51240e-004
208  ,4.88074e-005  ,4.91885e-007  ,8.04448e-005  ,9.40944e-005
209  ,1.75665e-005  ,9.65550e-007  ,4.61669e-005  ,4.94055e-005
210  ,1.41300e-007  ,1.06501e-006  ,2.01103e-005  ,2.01390e-005
211  ,-2.57156e-006  ,8.89138e-007  ,9.83582e-006  ,1.02052e-005
212  ,-1.72716e-006  ,7.06772e-007  ,6.18153e-006  ,6.45709e-006
213  ,-1.11136e-008  ,6.00082e-007  ,3.98434e-006  ,4.02929e-006
214  ,2.55681e-006  ,6.45038e-007  ,2.61495e-006  ,3.71367e-006
215  ,1.50181e-003  ,7.88177e-005  ,-1.06904e-003  ,1.84512e-003
216  ,1.50266e-003  ,8.01347e-005  ,-1.06840e-003  ,1.84551e-003
217  ,1.57367e-003  ,7.84259e-005  ,-1.01790e-003  ,1.87583e-003
218  ,1.67721e-003  ,7.89502e-005  ,-9.53224e-004  ,1.93078e-003
219  ,1.81395e-003  ,7.91685e-005  ,-8.73731e-004  ,2.01496e-003
220  ,1.91173e-003  ,7.93752e-005  ,-8.20664e-004  ,2.08194e-003
221  ,2.00808e-003  ,7.95478e-005  ,-7.71463e-004  ,2.15264e-003
222  ,2.13829e-003  ,7.97298e-005  ,-7.10776e-004  ,2.25474e-003
223  ,2.23180e-003  ,7.97287e-005  ,-6.72502e-004  ,2.33229e-003
224  ,2.29787e-003  ,7.75212e-005  ,-6.51145e-004  ,2.38960e-003
225  ,2.29699e-003  ,7.67178e-005  ,-6.51895e-004  ,2.38894e-003
226  ,2.23068e-003  ,7.57394e-005  ,-6.73584e-004  ,2.33139e-003
227  ,2.13727e-003  ,7.65365e-005  ,-7.11706e-004  ,2.25395e-003
