20:01, Friday, January 18, 2019
Study name:Static 1 triangle tension
Units: 
Selected reference : Front Plane
Element  ,EPSX  ,EPSY  ,EPSZ  ,GMXY  ,GMXZ  ,GMYZ
91  ,9.99152e-007  ,-2.34892e-006  ,3.70242e-006  ,-7.68416e-008  ,4.80721e-006  ,2.50640e-007
92  ,1.53637e-006  ,1.11372e-007  ,-1.75751e-006  ,1.90873e-008  ,1.06184e-006  ,3.63024e-008
93  ,5.16119e-008  ,4.12451e-007  ,-9.37145e-007  ,-2.07315e-008  ,1.11956e-006  ,1.35178e-008
94  ,4.56438e-006  ,-1.50457e-006  ,-1.50741e-006  ,1.08878e-009  ,-1.43908e-008  ,-9.68403e-010
95  ,1.20805e-008  ,8.28794e-008  ,-1.79086e-007  ,-1.31884e-009  ,2.71545e-007  ,-2.19836e-009
96  ,5.68924e-009  ,-7.85824e-008  ,1.56400e-007  ,2.26113e-010  ,2.86666e-007  ,-2.62156e-010
97  ,3.91964e-006  ,-1.49485e-006  ,-8.92085e-007  ,-1.89587e-008  ,-2.76201e-007  ,-5.15556e-010
98  ,4.13680e-006  ,-1.50855e-006  ,-1.11282e-006  ,2.84901e-008  ,5.97198e-007  ,-1.99787e-008
99  ,-2.23344e-008  ,-1.43350e-007  ,3.08990e-007  ,-9.60188e-009  ,5.47824e-007  ,-7.05621e-009
100  ,5.08626e-006  ,-1.67749e-006  ,-1.68022e-006  ,-2.55882e-011  ,1.18039e-008  ,-7.80073e-010
101  ,9.96294e-009  ,-2.51336e-008  ,4.22830e-008  ,3.03147e-009  ,-1.07124e-007  ,-1.66604e-009
102  ,3.02672e-008  ,-4.62240e-007  ,9.14197e-007  ,4.09461e-009  ,-1.62985e-006  ,3.98177e-009
103  ,4.62873e-006  ,-1.52733e-006  ,-1.52771e-006  ,-1.34303e-009  ,-2.09888e-009  ,-3.83391e-011
104  ,4.62779e-006  ,-1.52748e-006  ,-1.52681e-006  ,-1.41407e-010  ,-2.23120e-009  ,-1.99697e-010
105  ,4.58844e-006  ,-1.52219e-006  ,-1.51071e-006  ,7.23015e-009  ,-1.76534e-007  ,1.70690e-008
106  ,4.43897e-006  ,-1.46351e-006  ,-1.46968e-006  ,1.19317e-008  ,-8.39026e-008  ,5.44196e-009
107  ,4.64636e-006  ,-1.52645e-006  ,-1.54349e-006  ,2.33910e-008  ,-1.56316e-007  ,-4.98207e-009
108  ,4.88550e-006  ,-1.60800e-006  ,-1.61844e-006  ,-1.16329e-008  ,-1.44507e-007  ,7.34089e-009
109  ,4.82893e-006  ,-1.59630e-006  ,-1.57837e-006  ,1.33917e-009  ,-1.69620e-007  ,4.01702e-010
110  ,4.64317e-006  ,-1.54324e-006  ,-1.53523e-006  ,-6.94832e-010  ,-1.86743e-007  ,2.84933e-009
111  ,3.24244e-007  ,-2.55969e-007  ,1.21865e-007  ,1.74205e-007  ,-1.25004e-006  ,6.13097e-008
112  ,1.57942e-007  ,2.19897e-008  ,-1.45963e-007  ,-7.57029e-008  ,-1.14954e-007  ,1.09178e-007
113  ,5.70453e-007  ,-2.81294e-007  ,9.21071e-008  ,1.88267e-008  ,-5.75895e-007  ,-1.48790e-008
114  ,3.04488e-006  ,-1.06105e-006  ,-9.14696e-007  ,-1.06355e-007  ,-2.44837e-006  ,3.95506e-008
115  ,3.17957e-006  ,-1.01718e-006  ,-1.15061e-006  ,1.04555e-007  ,-1.80393e-006  ,-1.73072e-008
116  ,2.61972e-006  ,-8.68246e-007  ,-9.35994e-007  ,-1.31033e-007  ,-2.01007e-006  ,-8.83948e-008
117  ,1.00487e-006  ,-4.50966e-007  ,-1.33055e-007  ,5.08111e-008  ,-8.92454e-007  ,1.02237e-008
118  ,-1.52413e-006  ,5.09140e-007  ,5.02846e-007  ,-5.70185e-009  ,-1.45522e-007  ,-1.49020e-008
119  ,-4.34675e-007  ,1.35723e-007  ,1.54282e-007  ,1.26332e-008  ,-2.23634e-007  ,-1.31393e-008
120  ,4.28928e-007  ,-6.00562e-008  ,-3.16110e-007  ,7.29378e-009  ,-2.58946e-007  ,2.13303e-008
121  ,5.25321e-007  ,-1.31730e-007  ,-2.56513e-007  ,1.96330e-008  ,-3.16315e-007  ,1.64753e-008
122  ,-4.53955e-007  ,1.43460e-007  ,1.56800e-007  ,-2.07324e-008  ,-2.77055e-007  ,-6.21640e-009
123  ,-6.50065e-007  ,2.49007e-007  ,1.40747e-007  ,-5.66510e-008  ,-2.71825e-007  ,-1.35203e-008
124  ,3.57933e-006  ,-1.26117e-006  ,-1.07210e-006  ,-1.68414e-008  ,-5.04818e-007  ,-3.02254e-008
125  ,3.72292e-006  ,-1.48052e-006  ,-7.45094e-007  ,-7.62408e-009  ,-1.43424e-008  ,-5.07856e-009
126  ,4.35846e-006  ,-1.60549e-006  ,-1.05579e-006  ,-4.25017e-008  ,-1.19418e-006  ,-4.51074e-008
127  ,4.28148e-006  ,-1.61882e-006  ,-1.04565e-006  ,-1.87838e-009  ,-6.49272e-007  ,2.08459e-008
128  ,3.59750e-006  ,-1.34532e-006  ,-8.83962e-007  ,-1.80739e-007  ,-1.12876e-006  ,2.79307e-008
129  ,4.32103e-006  ,-1.55481e-006  ,-1.15944e-006  ,6.25276e-008  ,-1.18040e-006  ,-5.83547e-009
130  ,3.26328e-006  ,-7.42052e-007  ,-1.73872e-006  ,-5.25984e-008  ,-6.16437e-007  ,9.60012e-009
131  ,2.07823e-006  ,-5.89545e-007  ,-8.81626e-007  ,8.40549e-010  ,-9.27449e-008  ,-2.85421e-009
132  ,2.32415e-006  ,-6.98423e-007  ,-9.06221e-007  ,-3.29389e-010  ,6.51543e-007  ,-1.15083e-008
133  ,2.09412e-006  ,-5.84970e-007  ,-9.03334e-007  ,-2.55520e-008  ,-1.20239e-007  ,1.45480e-009
134  ,1.41393e-006  ,-5.53747e-007  ,-3.02078e-007  ,-1.18547e-008  ,3.89799e-007  ,5.67104e-009
135  ,2.84976e-006  ,-8.02606e-007  ,-1.21420e-006  ,-7.12397e-009  ,5.81617e-007  ,-1.23330e-008
136  ,3.20648e-006  ,-7.51516e-007  ,-1.65582e-006  ,7.06537e-008  ,-4.69182e-007  ,-2.92921e-008
137  ,1.70350e-007  ,2.91354e-009  ,-1.19331e-007  ,6.53927e-008  ,8.89256e-008  ,9.26955e-008
138  ,9.83548e-007  ,-4.80471e-007  ,-7.55843e-008  ,6.82736e-008  ,9.97913e-007  ,6.66888e-009
139  ,3.28824e-007  ,-2.76822e-007  ,1.73679e-007  ,-1.58149e-007  ,1.20458e-006  ,3.33683e-008
140  ,1.50219e-006  ,-5.76670e-007  ,-3.65978e-007  ,1.46653e-009  ,1.20586e-006  ,3.23993e-009
141  ,2.30562e-006  ,-7.06766e-007  ,-7.99554e-007  ,1.13051e-008  ,1.60816e-006  ,-7.31562e-009
142  ,2.35775e-006  ,-7.85501e-007  ,-8.22953e-007  ,-2.31299e-008  ,1.95317e-006  ,7.47279e-008
143  ,1.25287e-008  ,-1.04703e-007  ,2.00330e-007  ,-1.52434e-010  ,-3.78069e-007  ,1.60142e-012
144  ,-7.40927e-008  ,1.49556e-007  ,-2.30463e-007  ,-1.47476e-009  ,6.90369e-007  ,1.78956e-009
145  ,-6.01079e-008  ,1.77940e-007  ,-2.99254e-007  ,-3.94595e-010  ,7.33164e-007  ,-5.65276e-009
146  ,-1.14924e-007  ,1.29250e-007  ,-1.47839e-007  ,-2.41534e-009  ,5.26695e-007  ,-1.65209e-009
147  ,-4.70141e-008  ,2.06632e-007  ,-3.73784e-007  ,1.10879e-009  ,7.61428e-007  ,-2.50927e-009
148  ,-1.15571e-007  ,1.25852e-007  ,-1.40003e-007  ,-4.16820e-009  ,5.30172e-007  ,-9.01523e-010
149  ,1.75979e-008  ,7.49372e-008  ,-1.74110e-007  ,-4.30773e-009  ,-4.00956e-007  ,1.64938e-009
150  ,2.53708e-006  ,-8.59793e-007  ,-7.98033e-007  ,-1.35400e-008  ,-1.69615e-006  ,-6.84720e-009
