19:56, Thursday, January 17, 2019
Study name:Static 2 Filled Compression
Units: 
Selected reference : Front Plane
Element  ,EPSX  ,EPSY  ,EPSZ  ,GMXY  ,GMXZ  ,GMYZ
162  ,-2.87958e-007  ,9.48340e-008  ,9.54108e-008  ,9.96925e-011  ,-5.49180e-009  ,-5.25417e-013
163  ,-2.88002e-007  ,9.48586e-008  ,9.54430e-008  ,-9.11511e-011  ,-6.04746e-009  ,-3.56017e-011
164  ,-2.84937e-007  ,9.39300e-008  ,9.41655e-008  ,-2.38323e-011  ,7.10713e-009  ,3.88266e-012
165  ,-2.85609e-007  ,9.41491e-008  ,9.44323e-008  ,8.36074e-011  ,7.46133e-009  ,9.03708e-011
166  ,-2.85260e-007  ,9.40700e-008  ,9.42855e-008  ,3.34555e-011  ,7.71877e-009  ,3.86584e-011
167  ,-2.83741e-007  ,9.36171e-008  ,9.36688e-008  ,-4.02209e-011  ,7.87157e-009  ,2.52174e-012
168  ,-2.84654e-007  ,9.39742e-008  ,9.38423e-008  ,-2.40970e-012  ,8.24985e-009  ,-1.64069e-011
169  ,-2.84364e-007  ,9.38488e-008  ,9.38364e-008  ,-2.20900e-011  ,8.17808e-009  ,-1.77459e-011
170  ,-2.84497e-007  ,9.39480e-008  ,9.37679e-008  ,-3.36344e-011  ,8.18942e-009  ,-1.15848e-011
171  ,-2.83066e-007  ,9.34436e-008  ,9.33407e-008  ,4.75872e-012  ,7.58238e-009  ,5.62893e-012
172  ,-2.83547e-007  ,9.35997e-008  ,9.34950e-008  ,-2.61962e-012  ,7.79073e-009  ,3.35891e-011
173  ,-2.89214e-007  ,9.51647e-008  ,9.60037e-008  ,-2.47545e-011  ,3.88481e-009  ,-4.08340e-011
174  ,-2.89591e-007  ,9.53332e-008  ,9.60457e-008  ,-5.51349e-011  ,2.12642e-009  ,-2.59100e-011
175  ,-2.89187e-007  ,9.50082e-008  ,9.62936e-008  ,-8.42515e-012  ,6.69641e-009  ,-3.48113e-011
176  ,-2.88903e-007  ,9.49695e-008  ,9.60457e-008  ,1.30171e-011  ,6.18692e-009  ,-5.96519e-011
177  ,-2.88515e-007  ,9.49020e-008  ,9.58217e-008  ,1.95752e-011  ,6.73445e-009  ,1.33884e-011
178  ,-2.89043e-007  ,9.49843e-008  ,9.61921e-008  ,-8.16148e-012  ,6.86971e-009  ,-1.75867e-011
179  ,-2.89271e-007  ,9.50734e-008  ,9.62140e-008  ,-2.54391e-011  ,4.54317e-009  ,-1.45230e-011
180  ,-2.89821e-007  ,9.50937e-008  ,9.67250e-008  ,1.15398e-012  ,4.37626e-009  ,7.30433e-011
181  ,-2.89334e-007  ,9.51339e-008  ,9.61720e-008  ,-1.66975e-012  ,3.19269e-009  ,-5.77049e-012
182  ,-2.89475e-007  ,9.51842e-008  ,9.61854e-008  ,-7.24259e-011  ,3.75780e-009  ,7.31054e-012
183  ,-2.86132e-007  ,9.44165e-008  ,9.44201e-008  ,-9.56649e-013  ,-8.91846e-009  ,1.36370e-011
184  ,-2.87012e-007  ,9.46489e-008  ,9.48136e-008  ,8.29752e-011  ,-9.36512e-009  ,3.03068e-011
185  ,-2.82978e-007  ,9.33342e-008  ,9.34520e-008  ,3.05391e-011  ,6.96671e-009  ,-2.98613e-011
186  ,-2.81050e-007  ,9.27468e-008  ,9.27638e-008  ,8.47905e-012  ,5.27926e-009  ,-7.14540e-012
187  ,-2.89248e-007  ,9.57994e-008  ,9.47174e-008  ,-9.92265e-011  ,-8.17195e-009  ,1.79305e-011
188  ,-2.81328e-007  ,9.28220e-008  ,9.28836e-008  ,-1.23202e-011  ,4.75423e-009  ,9.05981e-012
189  ,-2.82932e-007  ,9.33130e-008  ,9.34479e-008  ,8.57388e-012  ,6.59201e-009  ,-7.38623e-012
190  ,-2.81636e-007  ,9.29084e-008  ,9.29851e-008  ,7.76654e-012  ,5.65768e-009  ,2.81308e-012
191  ,-2.82671e-007  ,9.32880e-008  ,9.32672e-008  ,2.37787e-011  ,7.37163e-009  ,2.30047e-011
192  ,-2.80254e-007  ,9.24872e-008  ,9.24114e-008  ,8.12441e-012  ,6.10790e-009  ,5.25014e-011
193  ,-2.89899e-007  ,9.52212e-008  ,9.65636e-008  ,1.88017e-011  ,2.65111e-009  ,-3.03174e-012
194  ,-2.89756e-007  ,9.51278e-008  ,9.66038e-008  ,2.11504e-011  ,3.54738e-009  ,-2.38731e-011
195  ,-2.89242e-007  ,9.52714e-008  ,9.58262e-008  ,5.87582e-011  ,2.08613e-009  ,-9.92487e-012
196  ,-2.89889e-007  ,9.51323e-008  ,9.67657e-008  ,1.95974e-012  ,3.61924e-009  ,9.01378e-013
