19:32, Friday, January 18, 2019
Study name:Static 1 hex diamond tension
Units: 
Selected reference : Front Plane
Element  ,EPSX  ,EPSY  ,EPSZ  ,GMXY  ,GMXZ  ,GMYZ
84  ,1.47088e-005  ,-3.59916e-006  ,-7.69243e-006  ,-2.00723e-007  ,6.74118e-006  ,1.79987e-007
85  ,1.58317e-005  ,-5.70914e-006  ,-4.04577e-006  ,1.85205e-007  ,3.51656e-006  ,1.51120e-007
86  ,1.55423e-005  ,-5.35145e-006  ,-4.38619e-006  ,-8.76547e-007  ,4.78796e-006  ,-5.23757e-007
87  ,1.51573e-005  ,-5.12930e-006  ,-4.50743e-006  ,3.81203e-007  ,4.15033e-006  ,-1.82525e-007
88  ,1.18949e-006  ,-1.07170e-006  ,9.78854e-007  ,-9.14105e-010  ,8.13589e-006  ,-2.65557e-007
89  ,2.36978e-006  ,-2.96936e-006  ,3.13381e-006  ,-1.22480e-008  ,9.71487e-006  ,1.14969e-007
90  ,4.26057e-006  ,-2.14233e-006  ,3.02102e-007  ,1.64160e-007  ,4.36103e-006  ,2.95354e-007
91  ,2.76104e-006  ,-2.09884e-006  ,1.42253e-006  ,-1.38947e-007  ,5.12597e-006  ,1.55636e-007
92  ,9.06276e-007  ,-2.64407e-006  ,4.39394e-006  ,-4.99160e-008  ,1.25792e-005  ,-9.20912e-008
93  ,1.45184e-006  ,-3.33986e-006  ,5.42786e-006  ,4.30526e-007  ,1.23817e-005  ,-2.59902e-008
94  ,1.21436e-006  ,-3.37266e-006  ,5.65976e-006  ,-7.86686e-008  ,1.23907e-005  ,-2.08498e-007
95  ,8.09606e-006  ,-2.64148e-006  ,-2.67478e-006  ,-1.11594e-006  ,7.14218e-006  ,-1.24130e-006
96  ,1.29697e-005  ,-4.21403e-006  ,-4.09464e-006  ,3.83660e-007  ,1.04487e-005  ,3.18198e-007
97  ,6.94513e-006  ,-1.10338e-006  ,-3.73352e-006  ,-9.30175e-008  ,-3.60484e-006  ,-2.82445e-007
98  ,7.99995e-007  ,-5.69755e-007  ,3.61774e-007  ,-7.42456e-009  ,2.40437e-007  ,-2.28431e-008
99  ,1.10490e-007  ,-3.88775e-007  ,6.84808e-007  ,1.31707e-007  ,1.17407e-006  ,-2.03571e-009
100  ,3.65563e-006  ,-3.39325e-006  ,1.73944e-006  ,-1.00085e-006  ,8.92937e-006  ,-4.92225e-008
101  ,-1.88369e-007  ,-6.88990e-007  ,1.65255e-006  ,6.37523e-008  ,2.45335e-006  ,3.01917e-008
102  ,9.18868e-007  ,-9.19637e-007  ,1.06517e-006  ,-2.67214e-007  ,1.97941e-006  ,-1.07756e-007
103  ,4.67179e-007  ,-6.39702e-007  ,8.17701e-007  ,-3.72113e-008  ,4.74061e-006  ,-8.34570e-008
104  ,4.16382e-007  ,-6.17034e-007  ,8.47319e-007  ,1.14946e-007  ,4.65076e-006  ,1.86263e-007
