19:53, Friday, January 18, 2019
Study name:Static 3 hex diamond torsion
Units: mm
Selected reference : Front Plane
Node  ,UX  ,UY  ,UZ  ,URES
146  ,-4.62242e+000  ,-4.91215e+001  ,2.33623e-002  ,4.93386e+001
147  ,-4.81168e+000  ,-5.03526e+001  ,2.29745e-002  ,5.05820e+001
148  ,-5.05499e+000  ,-5.19104e+001  ,2.33746e-002  ,5.21560e+001
149  ,-5.56035e+000  ,-5.50845e+001  ,2.43098e-002  ,5.53645e+001
150  ,-5.90678e+000  ,-5.72108e+001  ,2.63765e-002  ,5.75150e+001
151  ,-6.26349e+000  ,-5.93662e+001  ,2.84432e-002  ,5.96957e+001
152  ,-6.82474e+000  ,-6.26949e+001  ,3.24341e-002  ,6.30653e+001
153  ,-7.11365e+000  ,-6.43805e+001  ,3.44671e-002  ,6.47723e+001
154  ,-7.34840e+000  ,-6.57381e+001  ,3.61886e-002  ,6.61475e+001
155  ,-7.53827e+000  ,-6.68295e+001  ,3.76843e-002  ,6.72533e+001
156  ,-5.49422e+000  ,-4.95852e+001  ,2.74372e-002  ,4.98887e+001
157  ,-3.93583e+001  ,-2.02431e+002  ,6.87371e-002  ,2.06222e+002
158  ,-4.19799e+001  ,-2.01688e+002  ,6.59725e-002  ,2.06011e+002
159  ,-4.23561e+001  ,-2.02998e+002  ,6.63849e-002  ,2.07370e+002
160  ,-4.28265e+001  ,-2.04642e+002  ,6.60897e-002  ,2.09075e+002
161  ,-4.34159e+001  ,-2.06702e+002  ,6.57363e-002  ,2.11212e+002
162  ,-4.41560e+001  ,-2.09283e+002  ,6.48116e-002  ,2.13891e+002
163  ,-4.56472e+001  ,-2.14463e+002  ,6.28603e-002  ,2.19267e+002
164  ,-4.68590e+001  ,-2.18651e+002  ,6.10831e-002  ,2.23616e+002
165  ,-4.80810e+001  ,-2.22855e+002  ,5.93326e-002  ,2.27983e+002
166  ,-4.96141e+001  ,-2.28100e+002  ,5.68948e-002  ,2.33433e+002
167  ,-5.03870e+001  ,-2.30732e+002  ,5.60052e-002  ,2.36170e+002
168  ,-5.10086e+001  ,-2.32843e+002  ,5.50903e-002  ,2.38364e+002
