19:59, Thursday, January 17, 2019
Study name:Static 3 Filled Torsion
Units: N/m^2
Selected reference : Front Plane
Node  ,SX  ,SY  ,SZ  ,TXY  ,TXZ  ,TYZ
12808  ,-1.20655e+007  ,1.06823e+005  ,-3.78110e+006  ,5.91338e+005  ,2.79404e+004  ,-2.95914e+003
12809  ,-1.21229e+007  ,-4.72683e+004  ,-3.83546e+006  ,5.81806e+005  ,2.91777e+004  ,1.00588e+003
12810  ,-1.24734e+007  ,-5.15430e+004  ,-3.98342e+006  ,5.65115e+005  ,2.56580e+004  ,-6.67118e+003
12811  ,-5.19532e+006  ,1.30317e+005  ,-1.68208e+006  ,2.46239e+005  ,1.02772e+004  ,-4.94497e+001
12812  ,-1.26195e+007  ,9.60854e+003  ,-4.01259e+006  ,5.93069e+005  ,3.60803e+004  ,-9.44175e+003
12813  ,-1.25827e+007  ,7.28701e+004  ,-3.95579e+006  ,5.84690e+005  ,4.55023e+004  ,-3.03088e+003
12814  ,-1.20890e+007  ,2.94661e+004  ,-3.76798e+006  ,5.82568e+005  ,3.56769e+004  ,-1.03848e+004
12815  ,-1.21292e+007  ,-2.64432e+004  ,-3.77863e+006  ,5.77803e+005  ,5.12539e+004  ,-5.75508e+003
12816  ,-1.24782e+007  ,-4.94018e+004  ,-3.96755e+006  ,5.69774e+005  ,3.78394e+004  ,-6.74125e+003
12817  ,-1.26125e+007  ,-5.04301e+003  ,-3.96693e+006  ,5.85423e+005  ,4.98095e+004  ,-9.78851e+003
12818  ,-1.25422e+007  ,1.11137e+005  ,-3.87627e+006  ,6.01740e+005  ,6.23647e+004  ,-1.00259e+004
12819  ,-1.20458e+007  ,1.01751e+005  ,-3.68266e+006  ,5.94027e+005  ,5.95375e+004  ,-7.99826e+003
12820  ,-1.21163e+007  ,-4.21635e+004  ,-3.72700e+006  ,5.81165e+005  ,5.83944e+004  ,-3.55272e+003
12821  ,-1.24598e+007  ,-4.51679e+004  ,-3.91531e+006  ,5.68826e+005  ,5.09397e+004  ,-1.08260e+004
12822  ,-1.26167e+007  ,-4.75847e+004  ,-3.92451e+006  ,5.88533e+005  ,6.74707e+004  ,-2.35916e+003
12823  ,-1.25352e+007  ,1.12870e+005  ,-3.80994e+006  ,6.00353e+005  ,7.63410e+004  ,-1.03038e+004
12824  ,-1.20429e+007  ,9.83698e+004  ,-3.62210e+006  ,5.89701e+005  ,6.74996e+004  ,-8.10683e+003
12825  ,-1.20979e+007  ,-3.26014e+004  ,-3.65102e+006  ,5.71724e+005  ,6.80460e+004  ,-2.79792e+003
12826  ,-1.24499e+007  ,-5.08281e+004  ,-3.85404e+006  ,5.66191e+005  ,6.58976e+004  ,-8.31812e+003
12827  ,-1.26074e+007  ,-5.23132e+004  ,-3.85342e+006  ,5.77143e+005  ,7.89082e+004  ,-4.83598e+003
12828  ,-1.25556e+007  ,3.96851e+004  ,-3.75818e+006  ,5.90403e+005  ,8.72835e+004  ,-2.06317e+004
12829  ,-1.20625e+007  ,3.09891e+004  ,-3.56733e+006  ,5.84926e+005  ,7.25854e+004  ,-1.60416e+004
12830  ,-1.20674e+007  ,1.26812e+004  ,-3.53438e+006  ,5.91965e+005  ,7.58714e+004  ,-4.69061e+003
12831  ,-1.24456e+007  ,-7.33370e+004  ,-3.79353e+006  ,5.62507e+005  ,7.79889e+004  ,-1.03579e+004
12832  ,-6.36715e+006  ,7.68660e+004  ,-1.87228e+006  ,3.08053e+005  ,1.33331e+004  ,8.02122e+003
12833  ,-1.25606e+007  ,3.83708e+004  ,-3.71751e+006  ,5.87344e+005  ,9.69725e+004  ,-3.97516e+003
12834  ,-1.25528e+007  ,2.66529e+004  ,-3.67648e+006  ,5.97271e+005  ,9.68143e+004  ,-1.43511e+004
12835  ,-1.20684e+007  ,1.11307e+004  ,-3.49984e+006  ,5.82204e+005  ,7.62529e+004  ,-6.17129e+003
12836  ,-1.20801e+007  ,-3.02737e+003  ,-3.46640e+006  ,5.86413e+005  ,8.63763e+004  ,-1.67557e+003
12837  ,-1.24047e+007  ,-2.86023e+004  ,-3.67158e+006  ,5.65994e+005  ,8.45995e+004  ,8.33101e+002
12838  ,-6.39582e+006  ,1.82618e+002  ,-1.88172e+006  ,3.06514e+005  ,1.48173e+004  ,-4.92796e+003
12839  ,-1.25622e+007  ,1.09176e+004  ,-3.64291e+006  ,5.99107e+005  ,9.96924e+004  ,-5.61091e+003
12840  ,-1.25485e+007  ,3.77433e+004  ,-3.59268e+006  ,5.89266e+005  ,1.02614e+005  ,-1.25533e+004
12841  ,-1.20732e+007  ,-3.43771e+004  ,-3.42249e+006  ,5.64666e+005  ,8.50232e+004  ,-2.00120e+004
12842  ,-1.20361e+007  ,-2.13721e+001  ,-3.33176e+006  ,5.83096e+005  ,8.49455e+004  ,-2.24123e+003
12843  ,-1.23310e+007  ,-1.41107e+004  ,-3.56473e+006  ,5.74147e+005  ,8.75722e+004  ,-2.86410e+003
12844  ,-1.25505e+007  ,3.46291e+003  ,-3.52821e+006  ,5.87918e+005  ,1.09610e+005  ,-2.38451e+003
12845  ,-1.25159e+007  ,5.60490e+004  ,-3.44639e+006  ,5.91912e+005  ,1.14923e+005  ,-4.40752e+003
12846  ,-1.20095e+007  ,5.42404e+004  ,-3.27138e+006  ,5.82118e+005  ,8.68076e+004  ,-1.28525e+004
12847  ,-1.20110e+007  ,3.17346e+004  ,-3.20143e+006  ,5.82443e+005  ,9.21374e+004  ,3.62228e+002
12848  ,-1.23843e+007  ,-1.96542e+004  ,-3.46225e+006  ,5.65272e+005  ,9.70437e+004  ,-4.37418e+003
12849  ,-1.25430e+007  ,-4.65095e+004  ,-3.41819e+006  ,5.83529e+005  ,1.11610e+005  ,-6.46666e+003
12850  ,-1.24736e+007  ,4.63835e+004  ,-3.27045e+006  ,5.90344e+005  ,1.17443e+005  ,-1.17471e+004
12851  ,-1.19936e+007  ,2.98653e+004  ,-3.12091e+006  ,5.78036e+005  ,8.89942e+004  ,-8.21883e+003
12852  ,-1.20100e+007  ,-4.51077e+004  ,-3.08146e+006  ,5.75786e+005  ,8.34363e+004  ,-4.61049e+003
12853  ,-1.23533e+007  ,8.66112e+003  ,-3.32828e+006  ,5.64581e+005  ,1.05764e+005  ,-1.30656e+004
12854  ,-1.25178e+007  ,-5.26303e+004  ,-3.26436e+006  ,5.79231e+005  ,1.13648e+005  ,-5.39478e+003
12855  ,-1.24469e+007  ,3.21761e+004  ,-3.11296e+006  ,5.89286e+005  ,1.15081e+005  ,-1.20685e+004
12856  ,-1.19492e+007  ,2.15695e+004  ,-2.93784e+006  ,5.82590e+005  ,8.40487e+004  ,-9.28117e+003
12857  ,-1.19557e+007  ,-3.05992e+004  ,-2.90241e+006  ,5.72516e+005  ,7.51897e+004  ,-8.17499e+003
12858  ,-1.23207e+007  ,1.02703e+004  ,-3.17427e+006  ,5.65875e+005  ,1.01312e+005  ,-1.35620e+004
12859  ,-6.02213e+006  ,-2.18968e+004  ,-1.44158e+006  ,2.82178e+005  ,-1.12606e+004  ,1.27054e+004
12860  ,-1.24813e+007  ,-5.42748e+004  ,-3.09579e+006  ,5.77791e+005  ,1.11703e+005  ,-3.94002e+003
12861  ,-1.24158e+007  ,6.36231e+003  ,-2.94345e+006  ,5.85985e+005  ,1.12542e+005  ,-9.83725e+003
12862  ,-1.19146e+007  ,8.32467e+003  ,-2.77557e+006  ,5.60921e+005  ,6.89387e+004  ,-1.15242e+004
12863  ,-1.19412e+007  ,-1.85268e+004  ,-2.73264e+006  ,5.57566e+005  ,7.08600e+004  ,-1.00389e+004
12864  ,-1.22877e+007  ,1.71109e+004  ,-3.00173e+006  ,5.64456e+005  ,9.76747e+004  ,-1.25279e+004
12865  ,-6.01221e+006  ,-6.62602e+004  ,-1.43018e+006  ,2.80111e+005  ,-2.33452e+004  ,-4.89102e+003
12866  ,-1.24255e+007  ,-5.05569e+004  ,-2.90912e+006  ,5.75055e+005  ,1.04818e+005  ,-4.75089e+003
12867  ,-1.23676e+007  ,-2.55482e+004  ,-2.75515e+006  ,5.80038e+005  ,1.01001e+005  ,-8.20851e+003
12868  ,-1.19007e+007  ,-1.28896e+004  ,-2.62368e+006  ,5.69504e+005  ,6.48370e+004  ,-6.63053e+003
12869  ,-1.18818e+007  ,-3.69117e+004  ,-2.54903e+006  ,5.73526e+005  ,4.90473e+004  ,-1.26667e+003
12870  ,-1.21750e+007  ,1.37296e+004  ,-2.79938e+006  ,5.60544e+005  ,8.76418e+004  ,-1.41285e+004
12871  ,-1.23607e+007  ,-4.60247e+004  ,-2.70226e+006  ,5.73826e+005  ,9.09965e+004  ,-3.51425e+003
12872  ,-1.23141e+007  ,-5.63676e+004  ,-2.55353e+006  ,5.75305e+005  ,8.30818e+004  ,-5.97556e+003
12873  ,-1.18549e+007  ,-6.97974e+004  ,-2.41683e+006  ,5.67065e+005  ,4.06553e+004  ,-3.31350e+003
12874  ,-1.18154e+007  ,-3.59228e+004  ,-2.33731e+006  ,5.65372e+005  ,2.64687e+004  ,-1.25144e+003
12875  ,-1.21537e+007  ,6.20208e+004  ,-2.60278e+006  ,5.65811e+005  ,7.19988e+004  ,-1.24022e+004
12876  ,-1.22847e+007  ,-4.16062e+004  ,-2.47964e+006  ,5.71500e+005  ,6.99730e+004  ,-2.66427e+003
12877  ,-1.22500e+007  ,-9.17673e+004  ,-2.33412e+006  ,5.66744e+005  ,5.78065e+004  ,-3.51056e+003
12878  ,-1.17904e+007  ,-1.05376e+005  ,-2.20695e+006  ,5.59296e+005  ,1.28415e+004  ,-9.47023e+002
12879  ,-1.17233e+007  ,-3.04123e+004  ,-2.10389e+006  ,5.59865e+005  ,-3.77919e+003  ,-1.60877e+003
12880  ,-1.20754e+007  ,8.02968e+004  ,-2.37588e+006  ,5.65261e+005  ,4.85414e+004  ,-1.21131e+004
12881  ,-1.21890e+007  ,-3.37632e+004  ,-2.23517e+006  ,5.66744e+005  ,4.27751e+004  ,-3.51188e+003
12882  ,-1.21731e+007  ,-1.30805e+005  ,-2.10710e+006  ,5.49464e+005  ,2.46299e+004  ,9.79566e+002
12883  ,-1.17120e+007  ,-1.42400e+005  ,-1.98747e+006  ,5.46245e+005  ,-2.24738e+004  ,3.17953e+003
12884  ,-1.16149e+007  ,-2.23852e+004  ,-1.86002e+006  ,5.51393e+005  ,-4.19018e+004  ,-3.51924e+003
12885  ,-1.19772e+007  ,9.42255e+004  ,-2.13277e+006  ,5.63452e+005  ,2.05151e+004  ,-1.25995e+004
12886  ,-1.20797e+007  ,-3.33299e+004  ,-1.97878e+006  ,5.53498e+005  ,6.87619e+003  ,-9.32054e+003
12887  ,-1.20823e+007  ,-1.57637e+005  ,-1.87684e+006  ,5.19571e+005  ,-1.38177e+004  ,1.17802e+004
12888  ,-1.16021e+007  ,-1.45026e+005  ,-1.75117e+006  ,5.31713e+005  ,-6.58625e+004  ,1.05355e+004
12889  ,-1.14820e+007  ,2.01892e+003  ,-1.60940e+006  ,5.39446e+005  ,-8.27357e+004  ,1.30205e+003
12890  ,-1.18507e+007  ,1.10589e+005  ,-1.87357e+006  ,5.59272e+005  ,-1.36786e+004  ,-1.78884e+004
12891  ,-1.19614e+007  ,1.13853e+003  ,-1.70801e+006  ,5.28483e+005  ,-3.38073e+004  ,-4.49319e+003
12892  ,-1.19411e+007  ,-8.53350e+004  ,-1.61641e+006  ,5.21685e+005  ,-5.19738e+004  ,9.76718e+003
12893  ,-1.14364e+007  ,-1.45634e+005  ,-1.47018e+006  ,5.34381e+005  ,-1.08503e+005  ,7.07658e+003
12894  ,-1.13002e+007  ,-7.15682e+003  ,-1.35830e+006  ,5.44032e+005  ,-1.42553e+005  ,9.06529e+003
12895  ,-1.17060e+007  ,1.18518e+005  ,-1.61318e+006  ,5.45922e+005  ,-6.15336e+004  ,-2.30101e+004
12896  ,-1.18638e+007  ,-8.02948e+004  ,-1.49764e+006  ,5.62451e+005  ,-8.03958e+004  ,9.96704e+003
12897  ,-1.17139e+007  ,-7.55511e+004  ,-1.27952e+006  ,5.38508e+005  ,-1.07579e+005  ,-1.86157e+004
12898  ,-1.12306e+007  ,3.68669e+003  ,-1.20303e+006  ,5.30719e+005  ,-1.77189e+005  ,-2.07401e+004
12899  ,-1.11300e+007  ,3.87894e+004  ,-1.05052e+006  ,5.52751e+005  ,-1.85417e+005  ,2.31016e+004
12900  ,-1.15503e+007  ,-3.66889e+004  ,-1.40083e+006  ,5.03214e+005  ,-1.03435e+005  ,-8.78042e+003
12901  ,-1.16522e+007  ,-7.56736e+004  ,-1.19291e+006  ,5.58037e+005  ,-1.38592e+005  ,2.31330e+004
12902  ,-1.15746e+007  ,-1.55187e+005  ,-1.01980e+006  ,5.31323e+005  ,-1.59440e+005  ,-1.69500e+003
12903  ,-1.10423e+007  ,9.15406e+003  ,-9.58821e+005  ,4.92352e+005  ,-2.16590e+005  ,-1.58697e+003
12904  ,-1.09163e+007  ,3.37021e+004  ,-7.59253e+005  ,5.38596e+005  ,-2.40392e+005  ,2.57672e+004
12905  ,-1.14046e+007  ,1.55663e+003  ,-1.12122e+006  ,4.92089e+005  ,-1.76170e+005  ,3.66814e+002
12906  ,-1.13915e+007  ,4.68600e+004  ,-8.50129e+005  ,5.40830e+005  ,-1.83109e+005  ,-4.83804e+003
12907  ,-1.13689e+007  ,-2.88182e+004  ,-7.96033e+005  ,4.97977e+005  ,-2.11108e+005  ,-1.81239e+004
12908  ,-1.08764e+007  ,-1.98021e+004  ,-7.06905e+005  ,4.83844e+005  ,-2.79673e+005  ,-2.50986e+003
12909  ,-1.07667e+007  ,-3.52705e+004  ,-5.93130e+005  ,5.08611e+005  ,-2.89623e+005  ,1.89221e+004
12910  ,-1.12515e+007  ,1.14710e+005  ,-8.22231e+005  ,5.28762e+005  ,-2.17685e+005  ,1.94628e+004
12911  ,-1.12685e+007  ,-1.38216e+004  ,-6.40056e+005  ,5.33909e+005  ,-2.03396e+005  ,1.10305e+004
12912  ,-1.11626e+007  ,2.45761e+004  ,-5.66103e+005  ,4.65589e+005  ,-2.40010e+005  ,5.33761e+004
12913  ,-1.07398e+007  ,8.89313e+004  ,-4.96314e+005  ,4.30595e+005  ,-3.10649e+005  ,1.03809e+004
12914  ,-1.11884e+007  ,-6.00428e+004  ,-6.63941e+005  ,5.55909e+005  ,-2.53534e+005  ,-1.69195e+004
12915  ,-1.10461e+007  ,-9.48074e+004  ,-4.38749e+005  ,5.07478e+005  ,-3.02901e+005  ,4.15627e+004
12916  ,-1.08689e+007  ,1.40346e+005  ,-2.53844e+005  ,4.33139e+005  ,-3.16858e+005  ,1.25096e+003
12917  ,-1.07097e+007  ,-5.17486e+004  ,-3.07966e+005  ,5.38319e+005  ,-3.88287e+005  ,2.67059e+004
12918  ,-1.04448e+007  ,2.20720e+004  ,-2.94483e+005  ,4.94422e+005  ,-3.48857e+005  ,-5.35291e+003
12919  ,-1.03610e+007  ,-1.53991e+005  ,-3.49242e+005  ,4.49571e+005  ,-4.17849e+005  ,-8.02082e+003
12920  ,-1.02119e+007  ,1.86636e+004  ,-2.25085e+005  ,5.02993e+005  ,-4.29418e+005  ,6.71764e+004
12921  ,-1.09076e+007  ,4.22746e+004  ,-4.47966e+005  ,4.77492e+005  ,-3.23618e+005  ,-3.65644e+004
12922  ,-1.05838e+007  ,-1.08920e+005  ,-2.43104e+005  ,4.82957e+005  ,-4.36355e+005  ,9.94572e+003
12923  ,-1.00518e+007  ,-2.81609e+004  ,-1.78098e+005  ,4.74910e+005  ,-4.74665e+005  ,1.39318e+004
12924  ,-1.04756e+007  ,-8.37875e+003  ,-2.57626e+005  ,4.21803e+005  ,-4.10955e+005  ,3.28553e+004
12925  ,-1.07164e+007  ,2.55195e+005  ,-3.57258e+006  ,-1.95889e+005  ,5.79261e+005  ,-2.62156e+005
12926  ,-1.12492e+007  ,-5.69231e+004  ,-3.88328e+006  ,-1.05987e+005  ,8.59615e+005  ,-2.05395e+005
12927  ,-1.66011e+007  ,7.72722e+004  ,-5.41749e+006  ,-2.02386e+005  ,1.34666e+006  ,-3.06826e+005
12928  ,-2.36006e+007  ,-9.93337e+004  ,-7.76680e+006  ,-1.80485e+005  ,2.30263e+005  ,-6.71197e+003
12929  ,-2.33779e+007  ,-5.55900e+004  ,-7.59655e+006  ,6.69717e+004  ,4.05882e+005  ,-5.15588e+004
12930  ,-2.30236e+007  ,-7.91887e+004  ,-7.36746e+006  ,7.18620e+004  ,4.77561e+005  ,-3.92968e+004
12931  ,-2.27987e+007  ,-3.64223e+005  ,-7.31451e+006  ,1.00081e+005  ,5.49553e+005  ,-7.92019e+004
12932  ,-2.22836e+007  ,1.26032e+005  ,-7.07511e+006  ,8.54000e+004  ,7.20784e+005  ,8.95211e+003
12933  ,-2.29924e+007  ,1.21531e+005  ,-7.31642e+006  ,-7.76671e+004  ,3.56301e+005  ,5.88882e+004
12934  ,-2.21670e+007  ,-6.71667e+005  ,-7.04660e+006  ,1.09041e+005  ,8.24191e+005  ,-1.17607e+005
12935  ,-2.13811e+007  ,2.86060e+005  ,-6.60518e+006  ,1.20384e+005  ,1.09029e+006  ,1.21667e+004
12936  ,-2.22931e+007  ,2.37445e+005  ,-7.07866e+006  ,-1.12569e+005  ,5.79577e+005  ,6.01145e+004
12937  ,-2.12675e+007  ,-9.28588e+005  ,-6.60607e+006  ,1.64554e+005  ,1.21443e+006  ,-1.44173e+005
12938  ,-2.00380e+007  ,3.25159e+005  ,-5.87000e+006  ,1.33960e+005  ,1.64949e+006  ,-7.24875e+002
12939  ,-2.13684e+007  ,2.23427e+005  ,-6.68002e+006  ,-2.37064e+005  ,8.88374e+005  ,7.19844e+004
12940  ,-1.97348e+007  ,-1.14058e+006  ,-5.72767e+006  ,2.22274e+005  ,1.81411e+006  ,-7.74116e+004
12941  ,-1.87386e+007  ,9.87226e+004  ,-4.84161e+006  ,-1.15016e+005  ,2.37627e+006  ,-3.36673e+004
12942  ,-1.83875e+007  ,1.02324e+006  ,-5.52096e+006  ,1.41797e+005  ,1.63393e+006  ,6.29745e+004
12943  ,-2.01102e+007  ,2.14605e+005  ,-5.99215e+006  ,-3.84542e+005  ,1.34038e+006  ,8.38358e+004
12944  ,-1.79857e+007  ,-8.74805e+005  ,-4.13359e+006  ,-3.95910e+004  ,3.02541e+006  ,-5.21503e+005
12945  ,-1.76820e+007  ,-2.13524e+005  ,-4.86256e+006  ,1.50562e+005  ,2.34096e+006  ,-1.54796e+005
12946  ,-1.81714e+007  ,1.20572e+006  ,-4.71264e+006  ,-1.25322e+005  ,2.26295e+006  ,4.16624e+004
12947  ,-5.31828e+005  ,2.89019e+003  ,7.76201e+005  ,-1.08815e+004  ,-4.45986e+005  ,1.77593e+004
12948  ,-7.33509e+005  ,8.73173e+003  ,7.07676e+005  ,6.12733e+004  ,-4.77834e+005  ,2.93201e+004
12949  ,-6.93279e+005  ,-1.71509e+004  ,7.41412e+005  ,4.14908e+004  ,-5.04900e+005  ,1.67827e+004
12950  ,-6.46003e+005  ,-8.65708e+004  ,6.74798e+005  ,5.12578e+001  ,-5.03720e+005  ,3.41113e+004
12951  ,-6.00766e+005  ,-4.49221e+004  ,6.92458e+005  ,2.85066e+004  ,-5.22453e+005  ,3.76400e+004
12952  ,-4.81140e+005  ,5.69776e+003  ,7.64135e+005  ,5.18801e+003  ,-4.77329e+005  ,5.25804e+004
12953  ,-6.15783e+005  ,-5.89682e+004  ,6.44411e+005  ,2.74805e+004  ,-5.35132e+005  ,3.40904e+004
12954  ,-5.97392e+005  ,-3.83626e+004  ,6.39274e+005  ,2.93921e+004  ,-5.56765e+005  ,4.19322e+004
12955  ,-4.51492e+005  ,-7.67384e+003  ,7.00353e+005  ,4.17869e+004  ,-5.14230e+005  ,7.47010e+004
12956  ,-6.10705e+005  ,-5.91111e+004  ,5.84231e+005  ,2.67254e+004  ,-5.71486e+005  ,3.61100e+004
12957  ,-5.92348e+005  ,-3.07053e+004  ,5.70354e+005  ,2.77523e+004  ,-5.84101e+005  ,4.34121e+004
12958  ,-4.57787e+005  ,-5.35245e+002  ,6.39712e+005  ,4.61971e+004  ,-5.45905e+005  ,7.99267e+004
12959  ,-6.19171e+005  ,-7.98063e+004  ,5.06121e+005  ,1.53151e+004  ,-5.95231e+005  ,4.44975e+004
12960  ,-6.37344e+005  ,-8.20997e+004  ,4.54996e+005  ,1.86603e+004  ,-6.09662e+005  ,4.38402e+004
12961  ,-4.51589e+005  ,-4.28503e+003  ,5.74428e+005  ,4.64951e+004  ,-5.74825e+005  ,8.91807e+004
12962  ,-6.10199e+005  ,3.63397e+003  ,4.65005e+005  ,2.72476e+004  ,-6.17542e+005  ,4.25132e+004
12963  ,-4.84158e+005  ,-4.63455e+004  ,4.69732e+005  ,1.03421e+003  ,-6.11290e+005  ,4.32531e+004
12964  ,-2.44741e+005  ,3.54872e+004  ,5.60823e+005  ,6.00439e+003  ,-5.83370e+005  ,1.32156e+005
12965  ,-4.85394e+005  ,2.05966e+003  ,1.96450e+005  ,2.00028e+004  ,-5.96869e+005  ,6.12992e+004
12966  ,-1.23347e+005  ,3.10707e+004  ,1.63309e+005  ,-2.33222e+004  ,-2.41614e+005  ,6.31648e+004
12967  ,-2.79568e+005  ,-1.51485e+003  ,2.27312e+005  ,2.64699e+004  ,-5.02644e+005  ,6.07202e+004
12968  ,-6.69807e+005  ,8.05760e+003  ,1.83408e+005  ,2.51629e+004  ,-6.53297e+005  ,7.08294e+004
12969  ,-5.61404e+005  ,-2.33640e+004  ,2.18379e+005  ,4.76011e+002  ,-6.15572e+005  ,1.56248e+004
12970  ,-4.34373e+005  ,3.52266e+003  ,2.58660e+005  ,3.43447e+004  ,-5.77833e+005  ,4.80467e+004
12971  ,-6.66157e+005  ,-2.35980e+004  ,2.54535e+005  ,2.91367e+004  ,-6.29172e+005  ,6.44333e+004
12972  ,-9.63204e+004  ,2.23936e+004  ,2.46553e+005  ,-2.40103e+004  ,-2.51809e+005  ,3.39172e+004
12973  ,-2.61997e+005  ,1.69760e+004  ,4.91205e+005  ,-1.04693e+004  ,-5.74506e+005  ,5.32569e+004
12974  ,-3.29057e+005  ,1.89395e+004  ,2.98328e+005  ,1.80369e+004  ,-5.35697e+005  ,4.54697e+004
12975  ,-2.06494e+005  ,4.90420e+003  ,3.93482e+005  ,6.62506e+003  ,-4.88420e+005  ,5.11930e+004
12976  ,-3.82451e+005  ,2.56119e+004  ,3.59150e+005  ,2.38543e+004  ,-5.57867e+005  ,5.13685e+004
12977  ,-2.94610e+006  ,-1.13558e+005  ,3.51062e+004  ,1.76771e+005  ,-8.56495e+005  ,7.72826e+003
12978  ,-3.19968e+006  ,1.59339e+004  ,8.64814e+004  ,2.17832e+005  ,-8.33863e+005  ,1.15474e+005
12979  ,-3.25024e+006  ,3.22786e+004  ,1.58523e+004  ,1.92424e+005  ,-8.93469e+005  ,7.24301e+004
12980  ,-2.46975e+006  ,-1.14254e+005  ,8.40905e+004  ,1.72039e+005  ,-8.10063e+005  ,1.67981e+004
12981  ,-2.72274e+006  ,5.90669e+004  ,1.03795e+005  ,1.44119e+005  ,-8.21515e+005  ,7.33653e+004
12982  ,-2.69102e+006  ,9.80290e+004  ,8.89599e+004  ,1.44181e+005  ,-8.74147e+005  ,3.68826e+004
12983  ,-2.01199e+006  ,-1.13551e+005  ,1.22156e+005  ,1.58503e+005  ,-7.70315e+005  ,2.21169e+004
12984  ,-2.23591e+006  ,5.01066e+004  ,1.51434e+005  ,1.06092e+005  ,-7.83564e+005  ,6.17598e+004
12985  ,-2.24080e+006  ,1.15683e+005  ,1.46233e+005  ,9.13162e+004  ,-8.23039e+005  ,5.07064e+004
12986  ,-1.55514e+006  ,-6.43612e+004  ,1.98311e+005  ,1.27530e+005  ,-7.17055e+005  ,2.33067e+004
12987  ,-1.81476e+006  ,7.62170e+003  ,1.73596e+005  ,8.10968e+004  ,-7.46326e+005  ,6.02262e+004
12988  ,-1.80893e+006  ,9.84552e+004  ,1.85767e+005  ,6.69293e+004  ,-7.86750e+005  ,4.49404e+004
12989  ,-1.09076e+006  ,2.43159e+002  ,2.93988e+005  ,7.44853e+004  ,-6.62700e+005  ,2.59869e+004
12990  ,-1.34249e+006  ,-7.91773e+003  ,2.37134e+005  ,5.31295e+004  ,-6.88439e+005  ,5.74632e+004
12991  ,-9.65511e+005  ,-1.74528e+004  ,2.40644e+005  ,6.66078e+004  ,-6.77832e+005  ,3.23305e+004
12992  ,-1.37362e+006  ,7.11664e+004  ,2.28704e+005  ,3.87413e+004  ,-7.33078e+005  ,3.87619e+004
12993  ,-7.38311e+005  ,9.33832e+003  ,4.02600e+005  ,2.72489e+004  ,-6.25628e+005  ,6.11772e+004
12994  ,-5.58128e+005  ,2.62101e+003  ,4.20982e+005  ,2.17471e+004  ,-6.17694e+005  ,4.32947e+004
12995  ,-7.14993e+005  ,1.58715e+004  ,3.10170e+005  ,3.25758e+004  ,-6.28446e+005  ,4.72473e+004
12996  ,-5.88767e+005  ,-1.06316e+004  ,3.36045e+005  ,2.57730e+004  ,-6.17433e+005  ,4.75546e+004
12997  ,-9.36042e+005  ,-9.61941e+003  ,2.79414e+005  ,2.80494e+004  ,-6.47107e+005  ,3.41173e+004
12998  ,-4.12900e+005  ,5.66529e+003  ,4.88575e+005  ,3.69155e+003  ,-5.84706e+005  ,5.35595e+004
12999  ,-3.19406e+005  ,-2.38487e+004  ,4.95465e+005  ,1.27513e+004  ,-5.72185e+005  ,5.07672e+004
13000  ,-4.58295e+005  ,9.55355e+003  ,3.77489e+005  ,9.55034e+003  ,-5.80091e+005  ,3.31495e+004
13001  ,-3.45375e+005  ,2.59429e+004  ,4.31059e+005  ,3.15136e+002  ,-5.52554e+005  ,6.06590e+004
13002  ,-5.54561e+005  ,1.01644e+002  ,3.91305e+005  ,1.03931e+004  ,-6.03408e+005  ,3.11991e+004
13003  ,-2.83853e+006  ,-2.16012e+005  ,-5.50611e+003  ,1.54674e+005  ,8.36074e+005  ,-2.98851e+004
13004  ,-3.01912e+006  ,6.38491e+004  ,7.96804e+004  ,1.98875e+005  ,8.64219e+005  ,-1.05322e+005
13005  ,-3.27149e+006  ,-4.69955e+004  ,-1.16077e+004  ,1.97774e+005  ,8.98712e+005  ,-6.29192e+004
13006  ,-2.38739e+006  ,-2.96691e+004  ,9.76836e+004  ,1.33149e+005  ,8.19771e+005  ,-4.74641e+004
13007  ,-2.66435e+006  ,8.69497e+003  ,6.69712e+004  ,1.67643e+005  ,8.46676e+005  ,-6.63781e+004
13008  ,-2.70317e+006  ,2.97755e+004  ,4.05201e+004  ,1.91431e+005  ,8.80004e+005  ,-6.73033e+004
13009  ,-1.93518e+006  ,-2.84848e+004  ,1.43286e+005  ,1.04609e+005  ,7.74333e+005  ,-4.63011e+004
13010  ,-2.20454e+006  ,6.99857e+004  ,1.30249e+005  ,1.80599e+005  ,8.10859e+005  ,-7.93753e+004
13011  ,-2.36023e+006  ,-1.34158e+004  ,5.06603e+004  ,1.54050e+005  ,8.77377e+005  ,-2.89448e+004
13012  ,-1.48597e+006  ,-2.43343e+004  ,1.98883e+005  ,7.34688e+004  ,7.24853e+005  ,-4.12348e+004
13013  ,-1.74613e+006  ,8.24987e+004  ,1.84755e+005  ,1.51468e+005  ,7.65408e+005  ,-7.66882e+004
13014  ,-1.91721e+006  ,-2.12160e+004  ,9.01924e+004  ,1.27259e+005  ,8.34410e+005  ,-2.54842e+004
13015  ,-1.04145e+006  ,-1.04823e+004  ,2.72420e+005  ,5.25348e+004  ,6.70973e+005  ,-3.81729e+004
13016  ,-1.28307e+006  ,7.58901e+004  ,2.47695e+005  ,1.18879e+005  ,7.12761e+005  ,-7.56559e+004
